Sorter0,,Sorter1,,
ArrayLength,Runtime,ArrayLength,Runtime,
323,0.02999754063785076,323,3.417000016270322E-6,
325,0.029572250321507454,325,9.082999895326793E-6,
327,0.038543082773685455,327,9.332999979960732E-6,
329,0.037007831037044525,329,4.167000042798463E-6,
331,0.041900038719177246,331,7.8330003816518E-6,
333,0.0315336249768734,333,3.0419998893194133E-6,
335,0.029770666733384132,335,3.6670001009042608E-6,
337,0.041399501264095306,337,3.832999937003478E-6,
339,0.03608875349164009,339,3.791999915847555E-6,
341,0.032945748418569565,341,3.4590000268508447E-6,
343,0.026857832446694374,343,2.750000021478627E-6,
345,0.03152379021048546,345,2.6249999791616574E-6,
347,0.029910167679190636,347,2.750000021478627E-6,
349,0.03102979250252247,349,3.958999968745047E-6,
351,0.0340198315680027,351,3.625000090323738E-6,
353,0.03806445747613907,353,3.707999894686509E-6,
355,0.03140804171562195,355,2.9170000743761193E-6,
357,0.032485876232385635,357,2.708000010898104E-6,
359,0.02981650084257126,359,2.8330000532150734E-6,
361,0.0278693325817585,361,2.750000021478627E-6,
363,0.03155216947197914,363,4.208000063954387E-6,
365,0.032930415123701096,365,6.958000085433014E-6,
367,0.031339168548583984,367,1.0040999768534675E-5,
369,0.035986125469207764,369,4.584000180329895E-6,
371,0.03612203896045685,371,3.4580000374262454E-6,
373,0.05215270817279816,373,3.375000005689799E-6,
375,0.04170737415552139,375,3.874999947584001E-6,
377,0.042889583855867386,377,3.999999989900971E-6,
379,0.0376838743686676,379,3.4590000268508447E-6,
381,0.03493250161409378,381,3.12499992105586E-6,
383,0.03310437500476837,383,2.9170000743761193E-6,
385,0.039745915681123734,385,3.375000005689799E-6,
387,0.04762854427099228,387,3.791999915847555E-6,
389,0.055837709456682205,389,3.833999926428078E-6,
391,0.040209248661994934,391,1.383299968438223E-5,
393,0.04663583263754845,393,4.417000127432402E-6,
395,0.03999629244208336,395,3.833999926428078E-6,
397,0.03603058308362961,397,3.957999979320448E-6,
399,0.03652970865368843,399,5.166999926586868E-6,
401,0.04188554361462593,401,3.7090001114847837E-6,
403,0.050626542419195175,403,3.749999905267032E-6,
405,0.04434758424758911,405,4.958999852533452E-6,
407,0.043858498334884644,407,3.916999958164524E-6,
409,0.05070291459560394,409,1.1916999937966466E-5,
411,0.042029500007629395,411,3.999999989900971E-6,
413,0.04199416935443878,413,3.4580000374262454E-6,
415,0.04243270680308342,415,3.2919999739533523E-6,
417,0.04502924904227257,417,4.083000021637417E-6,
419,0.05505024641752243,419,4.416000138007803E-6,
421,0.044357333332300186,421,3.541000069162692E-6,
423,0.04319116845726967,423,3.874999947584001E-6,
425,0.04544012248516083,425,3.12499992105586E-6,
427,0.05765962228178978,427,4.167000042798463E-6,
429,0.08064095675945282,429,4.167000042798463E-6,
431,0.06847374886274338,431,3.541000069162692E-6,
433,0.042503539472818375,433,3.5000000480067683E-6,
435,0.05684475228190422,435,4.12500003221794E-6,
437,0.05144650116562843,437,4.084000011062017E-6,
439,0.04807070642709732,439,3.2919999739533523E-6,
441,0.05665970966219902,441,3.375000005689799E-6,
443,0.05136054381728172,443,3.916999958164524E-6,
445,0.05097629129886627,445,3.874999947584001E-6,
447,0.04167337715625763,447,2.3374999727820978E-5,
449,0.045252084732055664,449,3.999999989900971E-6,
451,0.04909808561205864,451,3.957999979320448E-6,
453,0.05276324972510338,453,4.416000138007803E-6,
455,0.05557754263281822,455,1.2000000424450263E-5,
457,0.04885895922780037,457,4.292000085115433E-6,
459,0.04224603995680809,459,3.6670001009042608E-6,
461,0.046697959303855896,461,4.12500003221794E-6,
463,0.0536857508122921,463,1.237499964190647E-5,
465,0.06315808743238449,465,4.500000159168849E-6,
467,0.04955320805311203,467,1.1416999768698588E-5,
469,0.0583387091755867,469,3.957999979320448E-6,
471,0.04735695943236351,471,3.957999979320448E-6,
473,0.06615637242794037,473,4.542000169749372E-6,
475,0.053301334381103516,475,4.584000180329895E-6,
477,0.05454541742801666,477,3.6660001114796614E-6,
479,0.05727483332157135,479,4.459000138012925E-6,
481,0.06475750356912613,481,4.625000201485818E-6,
483,0.061984833329916,483,1.0274999658577144E-4,
485,0.07313654571771622,485,1.249999968422344E-6,
487,0.07658428698778152,487,3.2499999633728294E-6,
489,0.05734779313206673,489,1.1670000503727351E-6,
491,0.06480908393859863,491,8.166999577952083E-6,
493,0.06220903992652893,493,9.17000022582215E-7,
495,0.057440292090177536,495,1.4170000213198364E-6,
497,0.06474170833826065,497,1.3875000149710104E-5,
499,0.07870654761791229,499,1.6250000044237822E-5,
501,0.07208062708377838,501,1.165999947261298E-6,
503,0.055239416658878326,503,2.167000047847978E-6,
505,0.05875720828771591,505,1.1250000397922122E-6,
507,0.058848414570093155,507,7.080000159476185E-7,
509,0.0647144541144371,509,1.207999957841821E-6,
511,0.0728173777461052,511,8.330000014211691E-7,
513,0.07268145680427551,513,8.339999908457685E-7,
515,0.06871049851179123,515,1.1250000397922122E-6,
517,0.11969096213579178,517,1.0840000186362886E-6,
519,0.06914392113685608,519,2.7910000426345505E-6,
521,0.08575504273176193,521,1.207999957841821E-6,
523,0.08069124817848206,523,6.669999947916949E-7,
525,0.07408387213945389,525,6.660000053670956E-7,
527,0.08379471302032471,527,1.207999957841821E-6,
529,0.08156849443912506,529,6.669999947916949E-7,
531,0.07396599650382996,531,7.500000265281415E-7,
533,0.07506316900253296,533,1.0830000292116893E-6,
535,0.05317649990320206,535,4.999999987376214E-7,
537,0.06415700167417526,537,8.750000120016921E-7,
539,0.062132831662893295,539,7.080000159476185E-7,
541,0.06147916615009308,541,1.0420000080557656E-6,
543,0.06522708386182785,543,1.0830000292116893E-6,
545,0.07469829171895981,545,2.5829999685811345E-6,
547,0.06994249671697617,547,2.2920000901649473E-6,
549,0.0671403780579567,549,1.2919999790028669E-6,
551,0.0991114154458046,551,3.000000106112566E-6,
553,0.10903792083263397,553,1.1250000397922122E-6,
555,0.15766079723834991,555,1.1250000397922122E-6,
557,0.08942216634750366,557,4.167000042798463E-6,
559,0.08176808059215546,559,6.24999984211172E-7,
561,0.06402166187763214,561,5.840000198986672E-7,
563,0.07511971145868301,563,9.579999868947198E-7,
565,0.06682050228118896,565,5.82999973630649E-7,
567,0.08315528929233551,567,7.919999802652455E-7,
569,0.1058870404958725,569,1.249999968422344E-6,
571,0.07952512800693512,571,1.500000053056283E-6,
573,0.0705907940864563,573,6.669999947916949E-7,
575,0.06916254758834839,575,1.1250000397922122E-6,
577,0.07633837312459946,577,3.12499992105586E-6,
579,0.0771842896938324,579,4.583000190905295E-6,
581,0.07200950384140015,581,1.3750000107393134E-6,
583,0.08908937871456146,583,1.0410000186311663E-6,
585,0.08848337829113007,585,8.339999908457685E-7,
587,0.09059108048677444,587,1.2919999790028669E-6,
589,0.07883154600858688,589,8.330000014211691E-7,
591,0.08237700164318085,591,7.919999802652455E-7,
593,0.08273054659366608,593,1.249999968422344E-6,
595,0.08556870371103287,595,1.2909999895782676E-6,
597,0.08376500010490417,597,7.500000265281415E-7,
599,0.10691796243190765,599,1.3330000001587905E-6,
601,0.08836283534765244,601,8.339999908457685E-7,
603,0.08888262510299683,603,1.3750000107393134E-6,
605,0.08814641833305359,605,1.2909999895782676E-6,
607,0.09681309014558792,607,3.874999947584001E-6,
609,0.07773903757333755,609,8.750000120016921E-7,
611,0.09794141352176666,611,1.3330000001587905E-6,
613,0.11588621139526367,613,8.750000120016921E-7,
615,0.12682299315929413,615,1.2919999790028669E-6,
617,0.15494924783706665,617,1.2919999790028669E-6,
619,0.13038896024227142,619,1.2909999895782676E-6,
621,0.14104779064655304,621,2.541999947425211E-6,
623,0.11805921047925949,623,1.3330000001587905E-6,
625,0.08416558057069778,625,7.909999908406462E-7,
627,0.12806013226509094,627,1.4170000213198364E-6,
629,0.12747995555400848,629,3.6670001009042608E-6,
631,0.0959896668791771,631,1.249999968422344E-6,
633,0.08871407806873322,633,1.249999968422344E-6,
635,0.08245541900396347,635,1.1250000397922122E-6,
637,0.10301054269075394,637,1.3330000001587905E-6,
639,0.08920150250196457,639,1.1670000503727351E-6,
641,0.16097742319107056,641,3.707999894686509E-6,
643,0.09838158637285233,643,3.2079999527923064E-6,
645,0.10110245645046234,645,9.999999974752427E-7,
647,0.1072191670536995,647,1.3330000001587905E-6,
649,0.10467100143432617,649,1.0420000080557656E-6,
651,0.09012837707996368,651,8.330000014211691E-7,
653,0.12667512893676758,653,3.3339999845338752E-6,
655,0.10750503838062286,655,9.579999868947198E-7,
657,0.11386507749557495,657,3.12499992105586E-6,
659,0.09917545318603516,659,1.2919999790028669E-6,
661,0.09986317157745361,661,1.3330000001587905E-6,
663,0.10410037636756897,663,1.2919999790028669E-6,
665,0.09341766685247421,665,8.750000120016921E-7,
667,0.09789324551820755,667,4.292000085115433E-6,
669,0.10300750285387039,669,1.2909999895782676E-6,
671,0.10029324889183044,671,1.3339999895833898E-6,
673,0.09914100170135498,673,1.1670000503727351E-6,
675,0.10669495910406113,675,1.249999968422344E-6,
677,0.09973686933517456,677,2.6669999897421803E-6,
679,0.09706516563892365,679,9.999999974752427E-7,
681,0.10549058765172958,681,1.6660000028423383E-6,
683,0.09611599892377853,683,9.999999974752427E-7,
685,0.11948583275079727,685,1.4590000319003593E-6,
687,0.11907895654439926,687,1.3750000107393134E-6,
689,0.117420494556427,689,1.3750000107393134E-6,
691,0.10318712890148163,691,2.5829999685811345E-6,
693,0.09451870620250702,693,9.999999974752427E-7,
695,0.10635566711425781,695,1.3330000001587905E-6,
697,0.1039479598402977,697,1.1670000503727351E-6,
699,0.10111986845731735,699,3.000000106112566E-6,
701,0.12180620431900024,701,1.4170000213198364E-6,
703,0.12798833847045898,703,1.4170000213198364E-6,
705,0.13726574182510376,705,4.291000095690833E-6,
707,0.12531758844852448,707,4.208000063954387E-6,
709,0.11258328706026077,709,1.4170000213198364E-6,
711,0.11961399763822556,711,4.12500003221794E-6,
713,0.1202312484383583,713,1.4590000319003593E-6,
715,0.11629883199930191,715,1.7080000134228612E-6,
717,0.10670012980699539,717,1.5829999711058917E-6,
719,0.13296091556549072,719,1.4170000213198364E-6,
721,0.12197866290807724,721,7.080000159476185E-7,
723,0.12016449868679047,723,8.339999908457685E-7,
725,0.12076341360807419,725,8.330000014211691E-7,
727,0.1148228719830513,727,8.339999908457685E-7,
729,0.13361987471580505,729,1.416000031895237E-6,
731,0.11632279306650162,731,1.45800004247576E-6,
733,0.136804461479187,733,1.416000031895237E-6,
735,0.11683354526758194,735,8.339999908457685E-7,
737,0.15424174070358276,737,1.6669999922669376E-6,
739,0.1360260546207428,739,1.2909999895782676E-6,
741,0.12644800543785095,741,9.17000022582215E-7,
743,0.13907283544540405,743,4.042000000481494E-6,
745,0.11705754697322845,745,8.750000120016921E-7,
747,0.15102416276931763,747,3.082999910475337E-6,
749,0.1482982486486435,749,1.207999957841821E-6,
751,0.15838487446308136,751,1.583999960530491E-6,
753,0.1267857551574707,753,3.5420000585872913E-6,
755,0.12683521211147308,755,1.165999947261298E-6,
757,0.14785529673099518,757,1.4170000213198364E-6,
759,0.15420541167259216,759,1.4170000213198364E-6,
761,0.11837591975927353,761,1.5419999499499681E-6,
763,0.13707299530506134,763,1.6660000028423383E-6,
765,0.12422362715005875,765,1.1670000503727351E-6,
767,0.14263974130153656,767,1.45800004247576E-6,
769,0.1417471170425415,769,1.3750000107393134E-6,
771,0.13207358121871948,771,1.5419999499499681E-6,
773,0.16248716413974762,773,1.416000031895237E-6,
775,0.14842846989631653,775,1.3750000107393134E-6,
777,0.1442665010690689,777,1.4170000213198364E-6,
779,0.1852414608001709,779,3.832999937003478E-6,
781,0.14538758993148804,781,1.2919999790028669E-6,
783,0.14512646198272705,783,1.4590000319003593E-6,
785,0.1870197057723999,785,1.416000031895237E-6,
787,0.1672278344631195,787,1.5419999499499681E-6,
789,0.1536528766155243,789,1.500000053056283E-6,
791,0.13752324879169464,791,1.4170000213198364E-6,
793,0.15463067591190338,793,1.45800004247576E-6,
795,0.16617563366889954,795,4.291000095690833E-6,
797,0.14839792251586914,797,1.2909999895782676E-6,
799,0.16216757893562317,799,1.500000053056283E-6,
801,0.18073046207427979,801,1.3750000107393134E-6,
803,0.16728371381759644,803,3.290999984528753E-6,
805,0.17258675396442413,805,1.3339999895833898E-6,
807,0.16649195551872253,807,1.5419999499499681E-6,
809,0.3044221103191376,809,1.4590000319003593E-6,
811,0.15821599960327148,811,4.208000063954387E-6,
813,0.16125841438770294,813,1.45800004247576E-6,
815,0.18573330342769623,815,1.3339999895833898E-6,
817,0.16344374418258667,817,1.4590000319003593E-6,
819,0.1685594618320465,819,1.500000053056283E-6,
821,0.163014754652977,821,4.12500003221794E-6,
823,0.14382046461105347,823,3.0419998893194133E-6,
825,0.17285750806331635,825,1.45800004247576E-6,
827,0.17526379227638245,827,4.083000021637417E-6,
829,0.15712875127792358,829,1.45800004247576E-6,
831,0.1544697880744934,831,1.3330000001587905E-6,
833,0.1846635341644287,833,1.3750000107393134E-6,
835,0.175182044506073,835,9.17000022582215E-7,
837,0.18215428292751312,837,1.45800004247576E-6,
839,0.16729283332824707,839,1.3330000001587905E-6,
841,0.15987716615200043,841,3.958999968745047E-6,
843,0.1947512924671173,843,1.6669999922669376E-6,
845,0.20548908412456512,845,1.4170000213198364E-6,
847,0.1819087564945221,847,1.3750000107393134E-6,
849,0.26359841227531433,849,3.874999947584001E-6,
851,0.17970675230026245,851,1.6249999816864147E-6,
853,0.18915249407291412,853,1.5419999499499681E-6,
855,0.1509658396244049,855,1.2919999790028669E-6,
857,0.17518587410449982,857,4.375000116851879E-6,
859,0.1803666204214096,859,1.0420000080557656E-6,
861,0.18489807844161987,861,1.5829999711058917E-6,
863,0.18131670355796814,863,1.6249999816864147E-6,
865,0.21800583600997925,865,1.5409999605253688E-6,
867,0.17107999324798584,867,1.249999968422344E-6,
869,0.25417229533195496,869,1.6249999816864147E-6,
871,0.26961442828178406,871,1.7080000134228612E-6,
873,0.2587018311023712,873,1.5829999711058917E-6,
875,0.26296162605285645,875,1.500000053056283E-6,
877,0.21848008036613464,877,3.833999926428078E-6,
879,0.19204837083816528,879,1.45800004247576E-6,
881,0.18155662715435028,881,1.5409999605253688E-6,
883,0.17547138035297394,883,1.5829999711058917E-6,
885,0.1681787073612213,885,1.5419999499499681E-6,
887,0.19624924659729004,887,1.4590000319003593E-6,
889,0.18953584134578705,889,1.5419999499499681E-6,
891,0.18667487800121307,891,1.3750000107393134E-6,
893,0.2249951958656311,893,1.5409999605253688E-6,
895,0.18153387308120728,895,1.5419999499499681E-6,
897,0.1819162517786026,897,1.583999960530491E-6,
899,0.18753212690353394,899,1.5419999499499681E-6,
901,0.16558121144771576,901,1.45800004247576E-6,
903,0.18868103623390198,903,1.583999960530491E-6,
905,0.19242212176322937,905,1.5419999499499681E-6,
907,0.17658363282680511,907,1.1670000503727351E-6,
909,0.18064436316490173,909,1.6669999922669376E-6,
911,0.17848750948905945,911,1.583999960530491E-6,
913,0.2219817191362381,913,4.542000169749372E-6,
915,0.17724046111106873,915,1.5829999711058917E-6,
917,0.18169263005256653,917,1.583999960530491E-6,
919,0.18772171437740326,919,3.791999915847555E-6,
921,0.2066926211118698,921,1.6669999922669376E-6,
923,0.233681321144104,923,1.6669999922669376E-6,
925,0.21006090939044952,925,1.6249999816864147E-6,
927,0.19114470481872559,927,1.6249999816864147E-6,
929,0.19030867516994476,929,1.6249999816864147E-6,
931,0.19851520657539368,931,1.45800004247576E-6,
933,0.21415963768959045,933,1.5419999499499681E-6,
935,0.1983988732099533,935,4.375000116851879E-6,
937,0.22779524326324463,937,3.707999894686509E-6,
939,0.23994717001914978,939,1.5829999711058917E-6,
941,0.20022784173488617,941,1.6249999816864147E-6,
943,0.2564043700695038,943,1.5419999499499681E-6,
945,0.24703025817871094,945,1.5419999499499681E-6,
947,0.1921900063753128,947,1.6249999816864147E-6,
949,0.2370195835828781,949,1.5829999711058917E-6,
951,0.22137337923049927,951,1.5829999711058917E-6,
953,0.2457202523946762,953,1.6249999816864147E-6,
955,0.23243379592895508,955,1.6669999922669376E-6,
957,0.23598416149616241,957,1.6249999816864147E-6,
959,0.268574595451355,959,3.999999989900971E-6,
961,0.26856744289398193,961,1.7500000240033842E-6,
963,0.25071749091148376,963,1.6669999922669376E-6,
965,0.23710346221923828,965,3.999999989900971E-6,
967,0.23188303411006927,967,3.999999989900971E-6,
969,0.21321986615657806,969,1.6249999816864147E-6,
971,0.20962750911712646,971,1.7500000240033842E-6,
973,0.2498171180486679,973,1.7090000028474606E-6,
975,0.240077406167984,975,1.6249999816864147E-6,
977,0.26219069957733154,977,1.583999960530491E-6,
979,0.2420138418674469,979,1.583999960530491E-6,
981,0.22216953337192535,981,4.25000007453491E-6,
983,0.22485412657260895,983,4.500000159168849E-6,
985,0.30987638235092163,985,4.707999778474914E-6,
987,0.23657412827014923,987,1.6249999816864147E-6,
989,0.24274758994579315,989,1.7080000134228612E-6,
991,0.34148702025413513,991,1.874999952633516E-6,
993,0.23501813411712646,993,1.6249999816864147E-6,
995,0.24235562980175018,995,1.6249999816864147E-6,
997,0.2650032043457031,997,3.916999958164524E-6,
999,0.2504013776779175,999,1.6249999816864147E-6,
1001,0.26854050159454346,1001,1.6249999816864147E-6,
1003,0.21371124684810638,1003,1.6660000028423383E-6,
1005,0.3514220714569092,1005,1.9159999737894395E-6,
1007,0.36288294196128845,1007,1.6669999922669376E-6,
1009,0.252539724111557,1009,4.333000106271356E-6,
1011,0.26739469170570374,1011,1.7090000028474606E-6,
1013,0.2473202496767044,1013,1.6669999922669376E-6,
1015,0.25395283102989197,1015,1.7920000345839071E-6,
1017,0.25087058544158936,1017,1.7500000240033842E-6,
1019,0.25835928320884705,1019,1.7080000134228612E-6,
1021,0.2391720414161682,1021,1.7920000345839071E-6,
1023,0.2501242756843567,1023,1.6669999922669376E-6,
1025,0.2863882780075073,1025,1.7500000240033842E-6,
1027,0.26752007007598877,1027,2.4169999051082414E-6,
1029,0.3285984694957733,1029,1.7500000240033842E-6,
1031,0.26604533195495605,1031,1.7500000240033842E-6,
1033,0.3284497559070587,1033,4.584000180329895E-6,
1035,0.34585580229759216,1035,1.7920000345839071E-6,
1037,0.30828720331192017,1037,1.8330000557398307E-6,
1039,0.3217291235923767,1039,1.7500000240033842E-6,
1041,0.3063045144081116,1041,1.7920000345839071E-6,
1043,0.2613929212093353,1043,3.999999989900971E-6,
1045,0.2382921576499939,1045,1.916999963214039E-6,
1047,0.24608075618743896,1047,1.7080000134228612E-6,
1049,0.2618041932582855,1049,1.1250000397922122E-6,
1051,0.24016521871089935,1051,1.7080000134228612E-6,
1053,0.22708579897880554,1053,1.207999957841821E-6,
1055,0.28234726190567017,1055,1.7090000028474606E-6,
1057,0.24386516213417053,1057,1.249999968422344E-6,
1059,0.25710323452949524,1059,1.6669999922669376E-6,
1061,0.24415987730026245,1061,1.7080000134228612E-6,
1063,0.24923282861709595,1063,1.874999952633516E-6,
1065,0.24235667288303375,1065,1.2909999895782676E-6,
1067,0.26518338918685913,1067,1.83400004516443E-6,
1069,0.24991150200366974,1069,1.0420000080557656E-6,
1071,0.25930318236351013,1071,1.5829999711058917E-6,
1073,0.27422478795051575,1073,2.167000047847978E-6,
1075,0.4019447863101959,1075,2.333000111320871E-6,
1077,0.29514646530151367,1077,1.6669999922669376E-6,
