Sorter0,,Sorter1,,
ArrayLength,Runtime,ArrayLength,Runtime,
1079,0.23821242153644562,1079,1.4170000213198364E-6,
1081,0.2664235234260559,1081,4.916999841952929E-6,
1083,0.2503089904785156,1083,1.874999952633516E-6,
1085,0.25263598561286926,1085,1.3339999895833898E-6,
1087,0.2568451762199402,1087,1.2919999790028669E-6,
1089,0.2625247538089752,1089,1.7500000240033842E-6,
1091,0.24480441212654114,1091,1.165999947261298E-6,
1093,0.2522564232349396,1093,4.208000063954387E-6,
1095,0.258007287979126,1095,4.291000095690833E-6,
1097,0.2822812497615814,1097,1.7920000345839071E-6,
1099,0.25989583134651184,1099,1.45800004247576E-6,
1101,0.2502840757369995,1101,1.207999957841821E-6,
1103,0.31978991627693176,1103,1.7500000240033842E-6,
1105,0.2688412368297577,1105,4.084000011062017E-6,
1107,0.27526336908340454,1107,1.7920000345839071E-6,
1109,0.2752734124660492,1109,1.7080000134228612E-6,
1111,0.2968847453594208,1111,1.7080000134228612E-6,
1113,0.2811456322669983,1113,1.7910000451593078E-6,
1115,0.2667352557182312,1115,1.6249999816864147E-6,
1117,0.26091742515563965,1117,1.500000053056283E-6,
1119,0.27759337425231934,1119,4.375000116851879E-6,
1121,0.27989187836647034,1121,4.874999831372406E-6,
1123,0.26809069514274597,1123,1.4170000213198364E-6,
1125,0.25754427909851074,1125,1.8330000557398307E-6,
1127,0.27167147397994995,1127,1.8330000557398307E-6,
1129,0.26245784759521484,1129,1.4590000319003593E-6,
1131,0.27958008646965027,1131,1.7920000345839071E-6,
1133,0.29964596033096313,1133,1.7910000451593078E-6,
1135,0.2792983055114746,1135,1.6669999922669376E-6,
1137,0.296318382024765,1137,1.874999952633516E-6,
1139,0.3358567953109741,1139,1.8330000557398307E-6,
1141,0.3008953034877777,1141,1.83400004516443E-6,
1143,0.31082770228385925,1143,1.874999952633516E-6,
1145,0.30494368076324463,1145,1.6660000028423383E-6,
1147,0.28933191299438477,1147,1.874999952633516E-6,
1149,0.3224015235900879,1149,1.916999963214039E-6,
1151,0.2962478697299957,1151,1.874999952633516E-6,
1153,0.297361820936203,1153,1.7920000345839071E-6,
1155,0.28626134991645813,1155,1.2089999472664203E-6,
1157,0.2747834622859955,1157,3.12499992105586E-6,
1159,0.3001686930656433,1159,1.916999963214039E-6,
1161,0.2980536222457886,1161,4.292000085115433E-6,
1163,0.30160096287727356,1163,1.207999957841821E-6,
1165,0.29483962059020996,1165,1.3330000001587905E-6,
1167,0.3037983775138855,1167,1.9999999949504854E-6,
1169,0.3309721350669861,1169,1.6249999816864147E-6,
1171,0.3166934847831726,1171,1.5829999711058917E-6,
1173,0.305854856967926,1173,4.459000138012925E-6,
1175,0.30386149883270264,1175,1.3330000001587905E-6,
1177,0.3101840317249298,1177,1.874999952633516E-6,
1179,0.37997445464134216,1179,1.916999963214039E-6,
1181,0.28503161668777466,1181,1.8330000557398307E-6,
1183,0.2923887073993683,1183,1.6669999922669376E-6,
1185,0.32178202271461487,1185,1.8330000557398307E-6,
1187,0.3014575242996216,1187,1.6669999922669376E-6,
1189,0.3075057864189148,1189,1.7080000134228612E-6,
1191,0.3205811381340027,1191,1.45800004247576E-6,
1193,0.3017514944076538,1193,1.416000031895237E-6,
1195,0.3321095407009125,1195,1.5409999605253688E-6,
1197,0.2954642176628113,1197,1.500000053056283E-6,
1199,0.3116590082645416,1199,1.874999952633516E-6,
1201,0.31563684344291687,1201,5.458000032376731E-6,
1203,0.3134247362613678,1203,1.9579999843699625E-6,
1205,0.3215089738368988,1205,1.8330000557398307E-6,
1207,0.30113279819488525,1207,1.3339999895833898E-6,
1209,0.32122594118118286,1209,1.5419999499499681E-6,
1211,0.32091018557548523,1211,1.9579999843699625E-6,
1213,0.3261370062828064,1213,4.042000000481494E-6,
1215,0.3083938956260681,1215,1.8330000557398307E-6,
1217,0.31894800066947937,1217,1.7910000451593078E-6,
1219,0.325283020734787,1219,1.4170000213198364E-6,
1221,0.32605183124542236,1221,1.7500000240033842E-6,
1223,0.34439617395401,1223,4.12500003221794E-6,
1225,0.28955864906311035,1225,1.6669999922669376E-6,
1227,0.32707351446151733,1227,1.500000053056283E-6,
1229,0.33525601029396057,1229,1.7500000240033842E-6,
1231,0.34206274151802063,1231,5.417000011220807E-6,
1233,0.3486928641796112,1233,1.874999952633516E-6,
1235,0.36896321177482605,1235,1.874999952633516E-6,
1237,0.33927130699157715,1237,1.958999973794562E-6,
1239,0.3314502537250519,1239,1.6249999816864147E-6,
1241,0.3664226233959198,1241,1.874999952633516E-6,
1243,0.3490294814109802,1243,1.500000053056283E-6,
1245,0.4092254936695099,1245,1.9999999949504854E-6,
1247,0.4103492796421051,1247,2.3749998945277184E-6,
1249,0.3480128347873688,1249,1.874999952633516E-6,
1251,0.3370209336280823,1251,1.7920000345839071E-6,
1253,0.3505786061286926,1253,5.207999947742792E-6,
1255,0.32988134026527405,1255,2.1660000584233785E-6,
1257,0.33661556243896484,1257,1.8330000557398307E-6,
1259,0.35658320784568787,1259,2.333000111320871E-6,
1261,0.38234880566596985,1261,2.0420000055310084E-6,
1263,0.38374432921409607,1263,1.874999952633516E-6,
1265,0.34442251920700073,1265,1.6669999922669376E-6,
1267,0.3661726713180542,1267,2.125000037267455E-6,
1269,0.4367595911026001,1269,1.9999999949504854E-6,
1271,0.3431594967842102,1271,1.6249999816864147E-6,
1273,0.42494335770606995,1273,1.7920000345839071E-6,
1275,0.35263073444366455,1275,1.7920000345839071E-6,
1277,0.358261376619339,1277,5.040999894845299E-6,
1279,0.38115158677101135,1279,2.3749998945277184E-6,
1281,0.36548325419425964,1281,1.9579999843699625E-6,
1283,0.4112176299095154,1283,1.874999952633516E-6,
1285,0.4585656523704529,1285,1.958999973794562E-6,
1287,0.550220251083374,1287,2.083000026686932E-6,
1289,0.5057454705238342,1289,4.459000138012925E-6,
1291,0.6109358668327332,1291,7.291000201803399E-6,
1293,0.4709882438182831,1293,2.666000000317581E-6,
1295,0.3919501006603241,1295,1.916999963214039E-6,
1297,0.5280128121376038,1297,1.9579999843699625E-6,
1299,0.37600934505462646,1299,1.9579999843699625E-6,
1301,0.4426111876964569,1301,1.9999999949504854E-6,
1303,0.3692964017391205,1303,1.874999952633516E-6,
1305,0.3781527280807495,1305,2.415999915683642E-6,
1307,0.38970068097114563,1307,1.9999999949504854E-6,
1309,0.3992376923561096,1309,1.916999963214039E-6,
1311,0.42285630106925964,1311,2.0420000055310084E-6,
1313,0.4027402997016907,1313,4.500000159168849E-6,
1315,0.47411811351776123,1315,2.125000037267455E-6,
1317,0.5588471293449402,1317,2.041000016106409E-6,
1319,0.6227093935012817,1319,1.9999999949504854E-6,
1321,0.6488085389137268,1321,2.0840000161115313E-6,
1323,0.6908539533615112,1323,1.9579999843699625E-6,
1325,0.6097388863563538,1325,4.167000042798463E-6,
1327,0.5667932033538818,1327,2.167000047847978E-6,
1329,0.4448799788951874,1329,1.874999952633516E-6,
1331,0.5300644040107727,1331,2.2500000795844244E-6,
1333,0.7795318961143494,1333,1.9999999949504854E-6,
1335,0.5820696949958801,1335,1.9999999949504854E-6,
1337,0.5149371027946472,1337,1.9579999843699625E-6,
1339,0.469717413187027,1339,2.041000016106409E-6,
1341,0.46174898743629456,1341,5.083999894850422E-6,
1343,0.6196575164794922,1343,2.041000016106409E-6,
1345,0.5783513784408569,1345,2.2500000795844244E-6,
1347,0.5435425043106079,1347,2.0420000055310084E-6,
1349,0.6293736696243286,1349,2.0420000055310084E-6,
1351,0.4872407913208008,1351,5.45900002180133E-6,
1353,0.4568921625614166,1353,1.874999952633516E-6,
1355,0.49942201375961304,1355,1.958999973794562E-6,
1357,0.46287474036216736,1357,1.9999999949504854E-6,
1359,0.500363290309906,1359,2.125000037267455E-6,
1361,0.4251442849636078,1361,1.9999999949504854E-6,
1363,0.5117453336715698,1363,1.9999999949504854E-6,
1365,0.4990993142127991,1365,1.9999999949504854E-6,
1367,0.5013636350631714,1367,2.0840000161115313E-6,
1369,0.4509568214416504,1369,9.499999578110874E-6,
1371,0.5475527048110962,1371,2.2500000795844244E-6,
1373,0.4746764302253723,1373,2.125000037267455E-6,
1375,0.48964399099349976,1375,4.916999841952929E-6,
1377,0.5606857538223267,1377,2.0840000161115313E-6,
1379,0.49392011761665344,1379,2.2080000690039014E-6,
1381,0.5708934664726257,1381,1.9999999949504854E-6,
1383,0.5230184197425842,1383,2.0420000055310084E-6,
1385,0.4755040407180786,1385,1.916999963214039E-6,
1387,0.5055938959121704,1387,1.9579999843699625E-6,
1389,0.4913990795612335,1389,2.2500000795844244E-6,
1391,0.6550360321998596,1391,1.9999999949504854E-6,
1393,0.49634212255477905,1393,5.834000148752239E-6,
1395,0.4874221682548523,1395,2.2080000690039014E-6,
1397,0.5875329375267029,1397,2.0840000161115313E-6,
1399,0.5351129770278931,1399,2.0420000055310084E-6,
1401,0.5071635842323303,1401,4.874999831372406E-6,
1403,0.5561010837554932,1403,2.2080000690039014E-6,
1405,0.5406069159507751,1405,2.125000037267455E-6,
1407,0.6307904720306396,1407,2.083000026686932E-6,
1409,0.6141633987426758,1409,3.290999984528753E-6,
1411,0.5461501479148865,1411,1.9999999949504854E-6,
1413,0.46418678760528564,1413,4.999999873689376E-6,
1415,0.5546383857727051,1415,7.000000096013537E-6,
1417,0.4588850736618042,1417,2.125000037267455E-6,
1419,0.47231340408325195,1419,2.083000026686932E-6,
1421,0.47486305236816406,1421,2.083000026686932E-6,
1423,0.44770684838294983,1423,2.0420000055310084E-6,
1425,0.5230791568756104,1425,2.0420000055310084E-6,
1427,0.48189279437065125,1427,2.7910000426345505E-6,
1429,0.45631834864616394,1429,2.125000037267455E-6,
1431,0.5773584246635437,1431,2.1660000584233785E-6,
1433,0.5012912750244141,1433,5.5830000746937E-6,
1435,0.5712974667549133,1435,2.125000037267455E-6,
1437,0.5547230839729309,1437,2.0840000161115313E-6,
1439,0.5803280472755432,1439,4.167000042798463E-6,
1441,0.595431923866272,1441,5.625000085274223E-6,
1443,0.5333176851272583,1443,2.2500000795844244E-6,
1445,0.5595271587371826,1445,2.167000047847978E-6,
1447,0.6684994697570801,1447,2.083000026686932E-6,
1449,0.5755655765533447,1449,2.125000037267455E-6,
1451,0.5826970934867859,1451,3.2079999527923064E-6,
1453,0.6051076054573059,1453,2.2920000901649473E-6,
1455,0.5468446612358093,1455,2.1660000584233785E-6,
1457,0.6194266676902771,1457,2.0420000055310084E-6,
1459,0.5570151209831238,1459,2.083000026686932E-6,
1461,0.5578752756118774,1461,5.875000169908162E-6,
1463,1.0429892539978027,1463,4.584000180329895E-6,
1465,0.8602563142776489,1465,2.083000026686932E-6,
1467,0.627321720123291,1467,2.333000111320871E-6,
1469,0.5309308767318726,1469,2.167000047847978E-6,
1471,0.5023765563964844,1471,3.2499999633728294E-6,
1473,0.50011146068573,1473,2.0840000161115313E-6,
1475,0.5236855745315552,1475,2.125000037267455E-6,
1477,0.4905402660369873,1477,2.2920000901649473E-6,
1479,0.6049368977546692,1479,2.7090000003227033E-6,
1481,0.526252031326294,1481,4.292000085115433E-6,
1483,0.4991905391216278,1483,5.666000106430147E-6,
1485,0.5344333648681641,1485,4.208000063954387E-6,
1487,0.7182235717773438,1487,2.2500000795844244E-6,
1489,0.4949553310871124,1489,2.083000026686932E-6,
1491,0.5673322081565857,1491,2.6669999897421803E-6,
1493,0.5499234795570374,1493,4.167000042798463E-6,
1495,0.592451274394989,1495,2.3340001007454703E-6,
1497,0.5853562355041504,1497,4.707999778474914E-6,
1499,0.5024983882904053,1499,4.667000212066341E-6,
1501,0.49524909257888794,1501,4.084000011062017E-6,
1503,0.5424584150314331,1503,7.708999874012079E-6,
1505,0.6277685761451721,1505,2.79200003205915E-6,
1507,0.874839723110199,1507,6.91700006427709E-6,
1509,0.5736620426177979,1509,2.499999936844688E-6,
1511,0.5753856897354126,1511,2.457999926264165E-6,
1513,0.8130275011062622,1513,2.2080000690039014E-6,
1515,0.7875723242759705,1515,2.2500000795844244E-6,
1517,0.6612470746040344,1517,2.2080000690039014E-6,
1519,0.6931220293045044,1519,2.2080000690039014E-6,
1521,0.5502119064331055,1521,2.0840000161115313E-6,
1523,0.4980853497982025,1523,2.125000037267455E-6,
1525,0.5194981694221497,1525,2.0840000161115313E-6,
1527,0.516221284866333,1527,4.583000190905295E-6,
1529,0.5497475862503052,1529,2.2500000795844244E-6,
1531,0.559658944606781,1531,2.6669999897421803E-6,
1533,0.6327853202819824,1533,2.333000111320871E-6,
1535,0.5406215786933899,1535,2.541999947425211E-6,
1537,0.619053840637207,1537,4.292000085115433E-6,
1539,0.5525599718093872,1539,2.167000047847978E-6,
1541,0.5444727540016174,1541,4.167000042798463E-6,
1543,0.6930492520332336,1543,2.8750000637955964E-6,
1545,0.8312135934829712,1545,2.708000010898104E-6,
1547,0.7235655784606934,1547,5.082999905425822E-6,
1549,0.6732251644134521,1549,2.4589999156887643E-6,
1551,0.7157807350158691,1551,2.2500000795844244E-6,
1553,0.6489194631576538,1553,2.167000047847978E-6,
1555,0.5961246490478516,1555,2.2080000690039014E-6,
1557,0.5672054290771484,1557,2.125000037267455E-6,
1559,0.5725480914115906,1559,2.125000037267455E-6,
1561,0.638405442237854,1561,2.125000037267455E-6,
1563,0.5880192518234253,1563,3.000000106112566E-6,
1565,0.6106230020523071,1565,1.22499995995895E-5,
1567,0.6183426976203918,1567,3.375000005689799E-6,
1569,0.6079658269882202,1569,2.125000037267455E-6,
1571,0.616254985332489,1571,2.2920000901649473E-6,
1573,0.6226726770401001,1573,2.8330000532150734E-6,
1575,0.6456771492958069,1575,4.667000212066341E-6,
1577,0.7056214213371277,1577,4.417000127432402E-6,
1579,0.8004794120788574,1579,2.2500000795844244E-6,
1581,0.6492542028427124,1581,2.2920000901649473E-6,
1583,0.5709900856018066,1583,3.5000000480067683E-6,
1585,0.5514658689498901,1585,3.999999989900971E-6,
1587,0.5964103937149048,1587,2.2090000584285008E-6,
1589,0.5912401676177979,1589,2.2080000690039014E-6,
1591,0.5840534567832947,1591,4.458000148588326E-6,
1593,0.8321670293807983,1593,2.91600008495152E-6,
1595,0.6985463500022888,1595,2.4169999051082414E-6,
1597,0.6682957410812378,1597,6.541999937326182E-6,
1599,0.6794007420539856,1599,9.082999895326793E-6,
1601,0.788263738155365,1601,2.333000111320871E-6,
1603,0.9356014728546143,1603,2.6249999791616574E-6,
1605,0.851344883441925,1605,2.415999915683642E-6,
1607,0.7603212594985962,1607,1.529200017102994E-5,
1609,0.6807970404624939,1609,2.9170000743761193E-6,
1611,0.893468976020813,1611,2.5829999685811345E-6,
1613,0.7651195526123047,1613,2.333000111320871E-6,
1615,0.7013722062110901,1615,2.958000095532043E-6,
1617,0.6096832752227783,1617,2.291000100740348E-6,
1619,0.634888768196106,1619,2.4169999051082414E-6,
1621,0.5690196752548218,1621,2.750000021478627E-6,
1623,0.6060590744018555,1623,3.791999915847555E-6,
1625,0.6091340184211731,1625,2.2500000795844244E-6,
1627,0.6505823731422424,1627,2.415999915683642E-6,
1629,0.6307460069656372,1629,1.170799987448845E-5,
1631,0.5875136852264404,1631,2.291000100740348E-6,
1633,0.5971128940582275,1633,3.4590000268508447E-6,
1635,0.7568492889404297,1635,2.415999915683642E-6,
1637,0.6742973327636719,1637,2.7090000003227033E-6,
1639,0.6092172861099243,1639,2.750000021478627E-6,
1641,0.6845454573631287,1641,2.333000111320871E-6,
1643,0.6104308366775513,1643,4.833999810216483E-6,
1645,0.6819745898246765,1645,2.457999926264165E-6,
1647,0.9809820652008057,1647,2.2090000584285008E-6,
1649,0.9389444589614868,1649,5.332999990059761E-6,
1651,0.6804721355438232,1651,2.415999915683642E-6,
1653,0.608785092830658,1653,5.082999905425822E-6,
1655,1.0326515436172485,1655,3.6670001009042608E-6,
1657,0.7282791137695312,1657,2.167000047847978E-6,
1659,0.7281298041343689,1659,2.291000100740348E-6,
1661,0.6614818572998047,1661,3.290999984528753E-6,
1663,0.6088822484016418,1663,3.874999947584001E-6,
1665,0.6186389923095703,1665,4.042000000481494E-6,
1667,0.7160923480987549,1667,2.3749998945277184E-6,
1669,0.7040504217147827,1669,2.499999936844688E-6,
1671,0.7186757922172546,1671,2.415999915683642E-6,
1673,0.6870262026786804,1673,6.12499979979475E-6,
1675,0.6852741241455078,1675,4.334000095695956E-6,
1677,0.8401219844818115,1677,2.499999936844688E-6,
1679,0.7145076394081116,1679,2.499999936844688E-6,
1681,0.944202184677124,1681,2.541999947425211E-6,
1683,1.1465330123901367,1683,7.125000138330506E-6,
1685,0.8378692269325256,1685,6.582999958482105E-6,
1687,0.8055839538574219,1687,2.457999926264165E-6,
1689,0.6917392611503601,1689,2.8750000637955964E-6,
1691,0.6656697392463684,1691,4.167000042798463E-6,
1693,0.6721506714820862,1693,4.12500003221794E-6,
1695,0.6779412031173706,1695,4.084000011062017E-6,
1697,0.6507967114448547,1697,3.583000079743215E-6,
1699,0.6661022901535034,1699,4.042000000481494E-6,
1701,0.6364365816116333,1701,2.7090000003227033E-6,
1703,0.6520731449127197,1703,2.2500000795844244E-6,
1705,0.643045961856842,1705,3.6660001114796614E-6,
1707,0.6422228217124939,1707,5.249999958323315E-6,
1709,0.6822493672370911,1709,5.041999884269899E-6,
1711,0.8521171808242798,1711,6.624999969062628E-6,
1713,1.0343971252441406,1713,4.12500003221794E-6,
1715,0.8347233533859253,1715,2.4589999156887643E-6,
1717,0.8217445611953735,1717,3.791999915847555E-6,
1719,0.7338040471076965,1719,6.24999984211172E-6,
1721,0.6220883131027222,1721,2.91600008495152E-6,
1723,0.6814234256744385,1723,6.290999863267643E-6,
1725,0.7615888714790344,1725,5.875000169908162E-6,
1727,0.8825741410255432,1727,5.417000011220807E-6,
1729,0.7625653743743896,1729,2.3749998945277184E-6,
1731,0.7934615612030029,1731,3.375000005689799E-6,
1733,1.090059757232666,1733,2.541999947425211E-6,
1735,0.9676885008811951,1735,2.8750000637955964E-6,
1737,0.9440337419509888,1737,2.415999915683642E-6,
1739,0.9747323393821716,1739,2.415999915683642E-6,
1741,0.8349906802177429,1741,2.2500000795844244E-6,
1743,0.675186812877655,1743,4.167000042798463E-6,
1745,0.6416928768157959,1745,4.459000138012925E-6,
1747,0.753705620765686,1747,5.917000180488685E-6,
1749,0.7088568210601807,1749,2.2920000901649473E-6,
1751,0.7784931063652039,1751,2.3749998945277184E-6,
1753,1.2041341066360474,1753,2.5666000510682352E-5,
1755,1.288007378578186,1755,2.333000111320871E-6,
1757,0.8738142848014832,1757,2.333000111320871E-6,
1759,0.9035390615463257,1759,2.2920000901649473E-6,
1761,0.8145338892936707,1761,7.58399983169511E-6,
1763,0.7390813827514648,1763,2.499999936844688E-6,
1765,0.9744676947593689,1765,2.3749998945277184E-6,
1767,1.2092844247817993,1767,2.2500000795844244E-6,
1769,1.1132405996322632,1769,5.542000053537777E-6,
1771,0.8574160933494568,1771,3.2919999739533523E-6,
1773,1.0163578987121582,1773,3.999999989900971E-6,
1775,1.044744610786438,1775,2.457999926264165E-6,
1777,0.7994225025177002,1777,2.3749998945277184E-6,
1779,0.8125544190406799,1779,2.457999926264165E-6,
1781,1.0315152406692505,1781,2.333000111320871E-6,
1783,1.4850105047225952,1783,2.6249999791616574E-6,
1785,0.9058526158332825,1785,2.3340001007454703E-6,
1787,0.8909576535224915,1787,2.291000100740348E-6,
1789,0.9063839316368103,1789,2.2920000901649473E-6,
1791,0.8528661131858826,1791,2.8750000637955964E-6,
1793,0.896332859992981,1793,2.3749998945277184E-6,
1795,0.9214735627174377,1795,2.333000111320871E-6,
1797,0.9370158910751343,1797,2.2920000901649473E-6,
1799,0.8721699714660645,1799,3.000000106112566E-6,
1801,0.8966287970542908,1801,8.37500010675285E-6,
1803,0.9445280432701111,1803,2.2920000901649473E-6,
1805,0.9174719452857971,1805,2.333000111320871E-6,
1807,0.8569948673248291,1807,2.2920000901649473E-6,
1809,0.8797657489776611,1809,2.2920000901649473E-6,
1811,1.1454079151153564,1811,4.541000180324772E-6,
1813,1.0292524099349976,1813,5.166999926586868E-6,
1815,1.1499297618865967,1815,5.375000000640284E-6,
1817,1.5750516653060913,1817,2.499999936844688E-6,
1819,1.1264642477035522,1819,2.457999926264165E-6,
1821,1.338346004486084,1821,2.5409999580006115E-6,
1823,1.0607154369354248,1823,5.458000032376731E-6,
1825,0.9952319860458374,1825,2.5829999685811345E-6,
1827,1.1130355596542358,1827,2.8340000426396728E-6,
1829,0.9678875803947449,1829,2.3340001007454703E-6,
1831,1.2359730005264282,1831,2.6249999791616574E-6,
1833,1.061521053314209,1833,2.3340001007454703E-6,
1835,1.0875461101531982,1835,2.3749998945277184E-6,
1837,0.9352889657020569,1837,2.4169999051082414E-6,
1839,1.352517008781433,1839,2.5829999685811345E-6,
1841,0.951133668422699,1841,6.666999979643151E-6,
1843,0.8968372941017151,1843,2.415999915683642E-6,
1845,0.9919145703315735,1845,2.457999926264165E-6,
1847,2.369717836380005,1847,2.4589999156887643E-6,
1849,1.007330298423767,1849,2.3749998945277184E-6,
1851,0.8788668513298035,1851,2.8750000637955964E-6,
1853,0.8898131847381592,1853,6.499999926745659E-6,
1855,1.2252073287963867,1855,2.291000100740348E-6,
1857,0.9889032244682312,1857,2.8750000637955964E-6,
1859,1.1361842155456543,1859,3.417000016270322E-6,
1861,1.0621230602264404,1861,7.125000138330506E-6,
1863,0.8824321031570435,1863,2.415999915683642E-6,
1865,0.8859116435050964,1865,2.499999936844688E-6,
1867,0.997525155544281,1867,3.2089999422169058E-6,
1869,1.0540367364883423,1869,5.416000021796208E-6,
1871,0.9958664178848267,1871,2.6669999897421803E-6,
1873,0.9819547533988953,1873,2.3749998945277184E-6,
1875,0.945665717124939,1875,4.500000159168849E-6,
1877,0.9413636326789856,1877,7.457999799953541E-6,
1879,0.9731090664863586,1879,2.4169999051082414E-6,
1881,0.8875356316566467,1881,3.7090001114847837E-6,
1883,1.0054823160171509,1883,2.415999915683642E-6,
1885,0.8635452389717102,1885,2.3749998945277184E-6,
1887,1.028265118598938,1887,2.4169999051082414E-6,
1889,0.8997408747673035,1889,2.8750000637955964E-6,
1891,1.0517688989639282,1891,2.79200003205915E-6,
1893,1.2828941345214844,1893,2.499999936844688E-6,
1895,1.2788208723068237,1895,5.5840000641183E-6,
1897,1.3263046741485596,1897,4.999999873689376E-6,
1899,1.2680625915527344,1899,4.458000148588326E-6,
1901,1.0565122365951538,1901,2.6249999791616574E-6,
1903,0.8866013288497925,1903,9.958999726222828E-6,
1905,0.990566611289978,1905,2.499999936844688E-6,
1907,0.9523646831512451,1907,9.000000318337698E-6,
1909,1.0401008129119873,1909,3.12499992105586E-6,
1911,1.1141064167022705,1911,2.4169999051082414E-6,
1913,0.9694489240646362,1913,2.4169999051082414E-6,
1915,0.9403431415557861,1915,2.4169999051082414E-6,
1917,0.7961522936820984,1917,2.4169999051082414E-6,
1919,0.8655052781105042,1919,3.957999979320448E-6,
1921,0.8711996674537659,1921,2.5839999580057338E-6,
1923,0.8597508668899536,1923,2.499999936844688E-6,
1925,0.8302658796310425,1925,4.79199979963596E-6,
1927,0.8916159272193909,1927,5.416000021796208E-6,
1929,0.938035249710083,1929,3.000000106112566E-6,
1931,0.8723134994506836,1931,2.5839999580057338E-6,
1933,0.8419890403747559,1933,3.7909999264229555E-6,
1935,0.8281295299530029,1935,3.4580000374262454E-6,
1937,1.1215418577194214,1937,2.499999936844688E-6,
1939,1.2819300889968872,1939,3.957999979320448E-6,
1941,0.9484737515449524,1941,2.4589999156887643E-6,
1943,1.0395817756652832,1943,2.6249999791616574E-6,
1945,0.9885071516036987,1945,2.6249999791616574E-6,
1947,0.9056147336959839,1947,2.5839999580057338E-6,
1949,0.9347409009933472,1949,6.082999789214227E-6,
1951,0.9907923340797424,1951,2.5839999580057338E-6,
1953,0.9480586647987366,1953,2.708000010898104E-6,
1955,0.9971114993095398,1955,2.4589999156887643E-6,
1957,1.0758577585220337,1957,2.5829999685811345E-6,
1959,1.0220210552215576,1959,2.499999936844688E-6,
1961,1.0396440029144287,1961,2.499999936844688E-6,
1963,0.920027494430542,1963,3.707999894686509E-6,
1965,0.9907184839248657,1965,3.957999979320448E-6,
1967,1.4055235385894775,1967,4.999999873689376E-6,
1969,0.9608157873153687,1969,2.5829999685811345E-6,
1971,0.9710375666618347,1971,2.958000095532043E-6,
1973,0.994899570941925,1973,3.2079999527923064E-6,
1975,0.9785474538803101,1975,2.541999947425211E-6,
1977,1.0488957166671753,1977,7.167000148911029E-6,
1979,1.0479933023452759,1979,3.0839998998999363E-6,
1981,0.9723133444786072,1981,2.541999947425211E-6,
1983,0.9950678944587708,1983,3.000000106112566E-6,
1985,0.9948170185089111,1985,2.457999926264165E-6,
1987,0.9925662279129028,1987,2.958000095532043E-6,
1989,1.0358364582061768,1989,3.625000090323738E-6,
1991,1.1306320428848267,1991,4.79199979963596E-6,
1993,1.0831773281097412,1993,2.499999936844688E-6,
1995,0.9662457704544067,1995,6.415999905584613E-6,
1997,0.9990608096122742,1997,1.1375000212865416E-5,
1999,1.0061086416244507,1999,3.874999947584001E-6,
2001,0.9954990744590759,2001,2.666000000317581E-6,
2003,1.0043144226074219,2003,5.249999958323315E-6,
2005,0.9872676730155945,2005,2.541999947425211E-6,
2007,1.0157455205917358,2007,2.7910000426345505E-6,
2009,1.0440292358398438,2009,2.541999947425211E-6,
2011,1.0226874351501465,2011,3.707999894686509E-6,
2013,1.0419448614120483,2013,3.040999899894814E-6,
2015,1.1682345867156982,2015,9.041000339493621E-6,
2017,1.0557096004486084,2017,2.6249999791616574E-6,
2019,1.1980451345443726,2019,3.583000079743215E-6,
2021,0.9985937476158142,2021,2.8750000637955964E-6,
2023,1.0372697114944458,2023,2.457999926264165E-6,
2025,1.0464826822280884,2025,5.667000095854746E-6,
2027,1.0150684118270874,2027,5.458000032376731E-6,
2029,1.0274988412857056,2029,5.416000021796208E-6,
2031,1.1379908323287964,2031,5.500000042957254E-6,
2033,1.1388697624206543,2033,4.375000116851879E-6,
2035,1.0765504837036133,2035,6.416999895009212E-6,
2037,1.0893332958221436,2037,2.499999936844688E-6,
2039,1.0464407205581665,2039,3.541000069162692E-6,
2041,1.1868975162506104,2041,3.749999905267032E-6,
2043,1.065765142440796,2043,4.999999873689376E-6,
2045,1.2565703392028809,2045,2.541999947425211E-6,
2047,1.1424648761749268,2047,4.667000212066341E-6,
2049,1.0844497680664062,2049,4.375000116851879E-6,
2051,1.2264963388442993,2051,3.2499999633728294E-6,
2053,1.0925551652908325,2053,1.4207999811333138E-5,
2055,1.1041343212127686,2055,3.0839998998999363E-6,
2057,1.2236518859863281,2057,2.79200003205915E-6,
2059,1.0773224830627441,2059,2.541999947425211E-6,
2061,1.0576233863830566,2061,4.375000116851879E-6,
2063,1.184142827987671,2063,5.207999947742792E-6,
2065,1.1442257165908813,2065,4.542000169749372E-6,
2067,1.2463083267211914,2067,7.499999810534064E-6,
2069,1.3666146993637085,2069,5.542000053537777E-6,
2071,1.263739824295044,2071,5.166999926586868E-6,
2073,1.0441004037857056,2073,2.6249999791616574E-6,
2075,1.1246044635772705,2075,2.750000021478627E-6,
2077,1.184569001197815,2077,3.6670001009042608E-6,
2079,1.1332768201828003,2079,2.6669999897421803E-6,
2081,1.2005914449691772,2081,2.6249999791616574E-6,
2083,1.1656560897827148,2083,8.207999599108007E-6,
2085,1.14628267288208,2085,3.0839998998999363E-6,
2087,1.1659185886383057,2087,6.207999831531197E-6,
2089,1.1714016199111938,2089,2.708000010898104E-6,
2091,1.168836236000061,2091,4.667000212066341E-6,
2093,1.1494495868682861,2093,4.25000007453491E-6,
2095,1.1379141807556152,2095,6.082999789214227E-6,
2097,1.2034016847610474,2097,2.8750000637955964E-6,
2099,1.1959375143051147,2099,2.666000000317581E-6,
