Sorter0,
ArrayLength,Runtime D
3023,0.003350667
3025,0.003302667
3027,0.003305125
3029,0.003318208
3031,0.003354208
3033,0.003317833
3035,0.003321333
3037,0.003329292
3039,0.00333925
3041,0.003327958
3043,0.003343958
3045,0.003334875
3047,0.003399042
3049,0.003358541
3051,0.003357959
3053,0.003375125
3055,0.003385875
3057,0.003474916
3059,0.003377208
3061,0.003414291
3063,0.003442375
3065,0.003506375
3067,0.003506125
3069,0.003519583
3071,0.0035145
3073,0.003507458
3075,0.003513
3077,0.003517417
3079,0.003524916
3081,0.003528583
3083,0.003638042
3085,0.00355425
3087,0.003545042
3089,0.003555958
3091,0.003589791
3093,0.003574417
3095,0.003521875
3097,0.003613542
3099,0.003579834
3101,0.003595
3103,0.003595417
3105,0.003715208
3107,0.003558958
3109,0.003591333
3111,0.003623458
3113,0.0036275
3115,0.003602084
3117,0.003624458
3119,0.003698708
3121,0.003622041
3123,0.003760292
3125,0.003627834
3127,0.003762333
3129,0.0036445
3131,0.003655
3133,0.003577583
3135,0.003706208
3137,0.00364675
3139,0.003671708
3141,0.003680042
3143,0.0036815
3145,0.003673625
3147,0.003691125
3149,0.003694708
3151,0.003707291
3153,0.003717125
3155,0.00370375
3157,0.00371
3159,0.003730375
3161,0.003722333
3163,0.003729875
3165,0.003731667
3167,0.00372675
3169,0.003769458
3171,0.003781458
3173,0.003741291
3175,0.003759583
3177,0.003746
3179,0.003744666
3181,0.003776916
3183,0.003778917
3185,0.0037805
3187,0.00380275
3189,0.003794166
3191,0.003803417
3193,0.003792125
3195,0.003885583
3197,0.003801125
3199,0.00379275
3201,0.003804167
3203,0.003835375
3205,0.003812292
3207,0.003821625
3209,0.00385925
3211,0.003742208
3213,0.003711625
3215,0.003794833
3217,0.003830167
3219,0.003820833
3221,0.003864291
3223,0.003895375
3225,0.003846917
3227,0.003910292
3229,0.003913667
3231,0.003889833
3233,0.003879
3235,0.003934833
3237,0.00388525
3239,0.003921458
3241,0.003881708
3243,0.003867708
3245,0.003889125
3247,0.003921791
3249,0.003920667
3251,0.003921541
3253,0.00392475
3255,0.003934083
3257,0.003930542
3259,0.003944834
3261,0.003941709
3263,0.00395075
3265,0.003953041
3267,0.003953166
3269,0.003961625
3271,0.003963875
3273,0.0039985
3275,0.004100417
3277,0.0040555
3279,0.003997208
3281,0.003990333
3283,0.003997959
3285,0.004074208
3287,0.004061459
3289,0.00401125
3291,0.004007083
3293,0.004014
3295,0.004021916
3297,0.004028208
3299,0.004061583
3301,0.004095167
3303,0.003922041
3305,0.003939042
3307,0.004157334
3309,0.004176084
3311,0.004181167
3313,0.004183333
3315,0.00410275
3317,0.004111959
3319,0.004105917
3321,0.003986291
3323,0.004060708
3325,0.00417125
3327,0.004106083
3329,0.004116084
3331,0.004021958
3333,0.003991875
3335,0.004098375
3337,0.004210208
3339,0.004145458
3341,0.004214792
3343,0.004175
3345,0.00426725
3347,0.004148542
3349,0.004167625
3351,0.004164083
3353,0.004171208
3355,0.004168
3357,0.004180042
3359,0.004056417
3361,0.00405875
3363,0.004073458
3365,0.004091583
3367,0.004088958
3369,0.004103125
3371,0.004076291
3373,0.004167583
3375,0.004092459
3377,0.004100959
3379,0.0041
3381,0.004114041
3383,0.004233375
3385,0.00422775
3387,0.004230333
3389,0.004233042
3391,0.004271166
3393,0.004266875
3395,0.004263916
3397,0.00427225
3399,0.00445825
3401,0.004265334
3403,0.004242542
3405,0.004391
3407,0.004333166
3409,0.0042585
3411,0.004405375
3413,0.004341291
3415,0.004287792
3417,0.004424583
3419,0.004302542
3421,0.004370083
3423,0.004447125
3425,0.00433375
3427,0.004339292
3429,0.004367041
3431,0.004452083
3433,0.004469125
3435,0.004420334
3437,0.004387042
3439,0.00437375
3441,0.004407542
3443,0.004446584
3445,0.004391709
3447,0.004429416
3449,0.004393625
3451,0.004404167
3453,0.004426917
3455,0.0044115
3457,0.004419416
3459,0.004427667
3461,0.004430125
3463,0.004439416
3465,0.004450083
3467,0.00443775
3469,0.004417084
3471,0.004481958
3473,0.004683333
3475,0.004643209
3477,0.004449083
3479,0.004486916
3481,0.004480583
3483,0.004486417
3485,0.004645459
3487,0.004654291
3489,0.004672667
3491,0.004537166
3493,0.00463925
3495,0.00459475
3497,0.004643875
3499,0.00468525
3501,0.004742
3503,0.004676583
3505,0.004564417
3507,0.004698375
3509,0.004598833
3511,0.004450083
3513,0.004642166
3515,0.004652209
3517,0.004768334
3519,0.004770417
3521,0.004698167
3523,0.004675958
3525,0.004722708
3527,0.00494325
3529,0.004684958
3531,0.004723083
3533,0.004782791
3535,0.004770666
3537,0.004765542
3539,0.004727625
3541,0.004858042
3543,0.004903167
3545,0.004789208
3547,0.004663042
3549,0.004645834
3551,0.004686
3553,0.004670375
3555,0.00466725
3557,0.00465875
3559,0.004673375
3561,0.004671916
3563,0.004683333
3565,0.004661875
3567,0.004690625
3569,0.004695625
3571,0.004701584
3573,0.004715
3575,0.00470175
3577,0.004853542
3579,0.0048075
3581,0.004743625
3583,0.004830625
3585,0.004767625
3587,0.004903792
3589,0.004859083
3591,0.040686917
3593,0.00491275
3595,0.00491875
3597,0.00473625
3599,0.004676792
3601,0.004776916
3603,0.004706542
3605,0.004724292
3607,0.00466425
3609,0.004678041
3611,0.00470725
3613,0.004704667
3615,0.004701417
3617,0.00469275
3619,0.004696666
3621,0.004796333
3623,0.004831417
3625,0.004852083
3627,0.004851542
3629,0.004925708
3631,0.004853166
3633,0.004876083
3635,0.004864125
3637,0.004886
3639,0.004889375
3641,0.004894292
3643,0.004891584
3645,0.004908292
3647,0.004961625
3649,0.004993458
3651,0.004913291
3653,0.005009958
3655,0.004929125
3657,0.004927292
3659,0.004930958
3661,0.004786416
3663,0.004988292
3665,0.00500475
3667,0.004954833
3669,0.00505275
3671,0.005002458
3673,0.004973333
3675,0.005048458
3677,0.004970416
3679,0.00506225
3681,0.004967375
3683,0.004963959
3685,0.005110959
3687,0.005011208
3689,0.004981
3691,0.005020583
3693,0.00504625
3695,0.005042125
3697,0.005038208
3699,0.005062333
3701,0.005059042
3703,0.00505325
3705,0.005118583
3707,0.005129125
3709,0.005071875
3711,0.005157458
3713,0.005071083
3715,0.005077875
3717,0.005071709
3719,0.005070958
3721,0.00508475
3723,0.005025791
3725,0.0050525
3727,0.005118084
3729,0.005270459
3731,0.005186708
3733,0.00518275
3735,0.0051315
3737,0.005226916
3739,0.005006
3741,0.005045125
3743,0.005268333
3745,0.005202042
3747,0.00532075
3749,0.005219833
3751,0.005241583
3753,0.005200083
3755,0.005192375
3757,0.005328583
3759,0.005314458
3761,0.005390042
3763,0.005377
3765,0.005138
3767,0.00526175
3769,0.005245375
3771,0.005236417
3773,0.005222416
3775,0.005239958
3777,0.00525875
3779,0.00526775
3781,0.005263667
3783,0.005261375
3785,0.005291208
3787,0.005283834
3789,0.005283333
3791,0.005318083
3793,0.005303125
3795,0.0053105
3797,0.005299416
3799,0.005309875
3801,0.005307167
3803,0.005321125
3805,0.005433125
3807,0.005338375
3809,0.00539725
3811,0.005342333
3813,0.005353417
3815,0.005394709
3817,0.005230916
3819,0.005341125
3821,0.005328166
3823,0.005256541
3825,0.005325292
3827,0.005289916
3829,0.005351375
3831,0.005341084
3833,0.005315292
3835,0.005306167
3837,0.005351833
3839,0.005345916
3841,0.005345666
3843,0.005463
3845,0.005439958
3847,0.005449583
3849,0.005453084
3851,0.005468375
3853,0.005468083
3855,0.005474125
3857,0.005473583
3859,0.005484083
3861,0.005486083
3863,0.005504542
3865,0.0054975
3867,0.005488708
3869,0.005514458
3871,0.005494667
3873,0.005511083
3875,0.005514125
3877,0.005541042
3879,0.005542917
3881,0.005738667
3883,0.005516916
3885,0.005633666
3887,0.005547
3889,0.005489333
3891,0.005433584
3893,0.005612791
3895,0.005737666
3897,0.005644042
3899,0.005727959
3901,0.00566175
3903,0.005755875
3905,0.005643167
3907,0.005604958
3909,0.005716375
3911,0.005676917
3913,0.005664792
3915,0.00568725
3917,0.005694541
3919,0.005618708
3921,0.005711542
3923,0.005712792
3925,0.005663583
3927,0.00566325
3929,0.005676584
3931,0.005679584
3933,0.005690333
3935,0.005696375
3937,0.005712875
3939,0.005731709
3941,0.005721958
3943,0.005721583
3945,0.005721958
3947,0.005721458
3949,0.005733708
3951,0.005804333
3953,0.005559875
3955,0.005806292
3957,0.005757292
3959,0.005768166
3961,0.005805959
3963,0.005652417
3965,0.005842958
3967,0.005811333
3969,0.00590975
3971,0.005811584
3973,0.0058335
3975,0.00564475
3977,0.005907916
3979,0.00568225
3981,0.005876667
3983,0.005851542
3985,0.00584325
3987,0.005849584
3989,0.005860167
3991,0.005870666
3993,0.005863083
3995,0.005760333
3997,0.005741583
3999,0.00587
4001,0.005885083
4003,0.005890167
4005,0.005895666
4007,0.005969959
4009,0.006071333
4011,0.006074584
4013,0.005950333
4015,0.005846292
4017,0.005778042
4019,0.005759083
4021,0.006022708
4023,0.005821041
4025,0.006000167
4027,0.005963084
4029,0.006012083
4031,0.005894083
4033,0.00600525
4035,0.005998708
4037,0.006078
4039,0.006047417
4041,0.005987833
4043,0.006171041
4045,0.006187625
4047,0.00622425
4049,0.006044667
4051,0.006183416
4053,0.006071416
4055,0.006051875
4057,0.006058333
4059,0.006048333
4061,0.006024208
4063,0.006098084
4065,0.00605925
4067,0.006067167
4069,0.006081042
4071,0.0061275
4073,0.00608425
4075,0.006096
4077,0.006097084
4079,0.006127792
4081,0.006113166
4083,0.006125125
4085,0.006121208
4087,0.006338708
4089,0.006125625
4091,0.006166833
4093,0.006225625
4095,0.006160125
4097,0.006236
4099,0.006121542
4101,0.006162333
4103,0.006169084
4105,0.006046875
4107,0.006083458
4109,0.006291875
4111,0.006250875
4113,0.006228833
4115,0.006104167
4117,0.00610475
4119,0.006254333
4121,0.00624275
4123,0.006242458
4125,0.006236083
4127,0.006255166
4129,0.006255458
4131,0.006258375
4133,0.006275542
4135,0.006277459
4137,0.006316167
4139,0.006333459
4141,0.006218375
4143,0.00629125
4145,0.0062555
4147,0.006299708
4149,0.006319334
4151,0.00630675
4153,0.0064375
4155,0.006497416
4157,0.006388209
4159,0.006332916
4161,0.006421833
4163,0.00629325
4165,0.006328417
4167,0.006434125
4169,0.006506792
4171,0.006380417
4173,0.006380666
4175,0.006423833
4177,0.006498708
4179,0.006402125
4181,0.006517083
4183,0.006426
4185,0.006346959
4187,0.006238708
4189,0.006293417
4191,0.006256416
4193,0.006272917
4195,0.006294291
4197,0.006280833
4199,0.006387917
4201,0.006466833
4203,0.006484166
4205,0.006498625
4207,0.006490791
4209,0.006536125
4211,0.00649525
4213,0.006507333
4215,0.006511792
4217,0.006651458
4219,0.006508083
4221,0.006638583
4223,0.006554167
4225,0.006671959
4227,0.006577375
4229,0.006615958
4231,0.006451958
4233,0.006607292
4235,0.006560833
4237,0.0066605
4239,0.006556334
4241,0.006664792
4243,0.006507916
4245,0.006452166
4247,0.0066165
4249,0.006614958
4251,0.006610917
4253,0.0066305
4255,0.0066465
4257,0.006650875
4259,0.006654667
4261,0.006662667
4263,0.006664291
4265,0.006666375
4267,0.006678875
4269,0.006584667
4271,0.006658083
4273,0.006687208
4275,0.006704
4277,0.006729667
4279,0.006808167
4281,0.006705584
4283,0.006791167
4285,0.00675975
4287,0.006777791
4289,0.00681775
4291,0.00674675
4293,0.006748084
4295,0.006717375
4297,0.006767792
4299,0.006781625
4301,0.00682025
4303,0.006844875
4305,0.00681575
4307,0.006842583
4309,0.006730417
4311,0.006826958
4313,0.006808041
4315,0.006814
4317,0.006818333
4319,0.006822042
4321,0.006842625
4323,0.006854208
4325,0.006855333
4327,0.00678625
4329,0.006645291
4331,0.006884292
4333,0.0068805
4335,0.006939875
4337,0.007079792
4339,0.007075666
4341,0.007024875
4343,0.0069865
4345,0.006913042
4347,0.006900458
4349,0.00677225
4351,0.006769375
4353,0.006878834
4355,0.006866
4357,0.006907541
4359,0.006768209
4361,0.00697675
4363,0.006836042
4365,0.006942834
4367,0.007015917
4369,0.007012667
4371,0.006999334
4373,0.007004875
4375,0.007007917
4377,0.007024959
4379,0.007033541
4381,0.007031291
4383,0.007054792
4385,0.007045917
4387,0.007040041
4389,0.006958042
4391,0.00695275
4393,0.007071125
4395,0.007113875
4397,0.00709025
4399,0.007114625
4401,0.007005167
4403,0.007176042
4405,0.007125125
4407,0.007199625
4409,0.00717025
4411,0.007132
4413,0.007141375
4415,0.00713775
4417,0.007233917
4419,0.007231875
4421,0.007281916
4423,0.00722225
4425,0.007190167
4427,0.007203833
4429,0.007199625
4431,0.007189084
4433,0.0071975
4435,0.007201417
4437,0.007239042
4439,0.007215833
4441,0.007308334
4443,0.0073905
4445,0.007431792
4447,0.007356041
4449,0.007242792
4451,0.007252458
4453,0.007257041
4455,0.007274208
4457,0.00737725
4459,0.007278959
4461,0.007285792
4463,0.007342375
4465,0.007290416
4467,0.007382583
4469,0.007279333
4471,0.0073905
4473,0.007333208
4475,0.007403584
4477,0.007324875
4479,0.007430167
4481,0.007377375
4483,0.007300625
4485,0.007353917
4487,0.00736675
4489,0.007388584
4491,0.007377792
4493,0.007390708
4495,0.007405667
4497,0.00746925
4499,0.007395792
4501,0.007410916
4503,0.0073785
4505,0.007219292
4507,0.007236375
4509,0.007223791
4511,0.007419209
4513,0.007515083
4515,0.00747925
4517,0.007555625
4519,0.007465166
4521,0.007432584
4523,0.007356042
4525,0.00764775
4527,0.007390625
4529,0.007429166
4531,0.007573417
4533,0.007539209
4535,0.007506084
4537,0.007544666
4539,0.00759375
4541,0.007549375
4543,0.007534083
4545,0.007538959
4547,0.007567958
4549,0.007571167
4551,0.007579792
4553,0.007564792
4555,0.007589208
4557,0.00758475
4559,0.007553458
4561,0.007604209
4563,0.007777291
4565,0.007829208
4567,0.007884875
4569,0.007743916
4571,0.007751708
4573,0.007678208
4575,0.007838625
4577,0.007471958
4579,0.00767325
4581,0.007695125
4583,0.007693375
4585,0.007770916
4587,0.007767917
4589,0.007652
4591,0.007735542
4593,0.0076635
4595,0.007691667
4597,0.007715458
4599,0.007734334
4601,0.007748375
4603,0.007741458
4605,0.007753042
4607,0.007770375
4609,0.007780083
4611,0.007771459
4613,0.007781875
4615,0.007785083
4617,0.00786125
4619,0.007549709
4621,0.007911875
4623,0.007797792
4625,0.007715584
4627,0.007826541
4629,0.0078505
4631,0.007998833
4633,0.007864583
4635,0.00796075
4637,0.007917458
4639,0.007830208
4641,0.007813209
4643,0.007835791
4645,0.007741792
4647,0.007788583
4649,0.007685583
4651,0.007674458
4653,0.007674292
4655,0.007849708
4657,0.007841792
4659,0.007856333
4661,0.007920208
4663,0.007933833
4665,0.007947791
4667,0.007964542
4669,0.007916542
4671,0.007977041
4673,0.008026125
4675,0.008047708
4677,0.008096083
4679,0.008007625
4681,0.008140333
4683,0.00811275
4685,0.007998875
4687,0.008124417
4689,0.008054458
4691,0.008091833
4693,0.008213084
4695,0.008082709
4697,0.008150709
4699,0.008065834
4701,0.008083209
4703,0.008097541
4705,0.008070833
4707,0.008099542
4709,0.008107416
4711,0.008127
4713,0.008127041
4715,0.008138417
4717,0.008144792
4719,0.008144208
4721,0.008153792
4723,0.00815075
4725,0.008271875
4727,0.008212583
4729,0.008224125
4731,0.008293917
4733,0.00819525
4735,0.008270792
4737,0.008247708
4739,0.008029334
4741,0.008267
4743,0.008252667
4745,0.008280209
4747,0.008323916
4749,0.008220209
4751,0.008228459
4753,0.008255666
4755,0.008283375
4757,0.008295333
4759,0.008298792
4761,0.008377041
4763,0.008388375
4765,0.008324125
4767,0.008377125
4769,0.008341375
4771,0.008361292
4773,0.008494167
4775,0.00863275
4777,0.008631
4779,0.008619042
4781,0.008654542
4783,0.0082715
4785,0.0084355
4787,0.008501667
4789,0.008303375
4791,0.008426
4793,0.00828125
4795,0.008259584
4797,0.00834025
4799,0.008238625
4801,0.008193959
4803,0.00821125
4805,0.008278917
4807,0.00844025
4809,0.008422542
4811,0.008461625
4813,0.008490333
4815,0.008480167
4817,0.008492791
4819,0.008496291
4821,0.008505042
4823,0.008626625
4825,0.008593833
4827,0.008680291
4829,0.008584666
4831,0.008678625
4833,0.008647708
4835,0.008608084
4837,0.008576125
4839,0.008681083
4841,0.008311375
4843,0.008687708
4845,0.008782833
4847,0.008672709
4849,0.008655875
4851,0.008641916
4853,0.008641292
4855,0.008625458
4857,0.0086485
4859,0.008664334
4861,0.008848292
4863,0.008916833
4865,0.008830625
4867,0.008714167
4869,0.008756458
4871,0.008970917
4873,0.009039875
4875,0.008642041
4877,0.008789333
4879,0.008863625
4881,0.008947625
4883,0.008792625
4885,0.00897075
4887,0.008953416
4889,0.008821959
4891,0.008801584
4893,0.008840417
4895,0.008783
4897,0.008706583
4899,0.008775292
4901,0.008799333
4903,0.008799
4905,0.00882275
4907,0.008814833
4909,0.008822458
4911,0.008826334
4913,0.008740875
4915,0.008898416
4917,0.00885325
4919,0.009012334
4921,0.008911125
4923,0.0086565
4925,0.008791166
4927,0.008845958
4929,0.00884
4931,0.008716667
4933,0.008927709
4935,0.00903125
4937,0.008857959
4939,0.009011041
4941,0.008904875
4943,0.008952666
4945,0.008997709
4947,0.008979875
4949,0.008975208
4951,0.008985125
4953,0.0089545
4955,0.009010958
4957,0.009010417
4959,0.009001458
4961,0.008990834
4963,0.009013625
4965,0.009113084
4967,0.009097708
4969,0.009085917
4971,0.009111667
4973,0.009049334
4975,0.009132042
4977,0.009111291
4979,0.009161167
4981,0.009150875
4983,0.009191166
4985,0.009206208
4987,0.009130083
4989,0.009146917
4991,0.009152041
4993,0.009124042
4995,0.009140708
4997,0.009148292
4999,0.009140625
5001,0.009177917
5003,0.009200791
5005,0.009388083
5007,0.009195584
5009,0.009197458
5011,0.009288334
5013,0.009220542
5015,0.009216667
5017,0.009232292
5019,0.009406792
5021,0.009572375
5023,0.009434709
5025,0.009527166
5027,0.009534917
5029,0.0093445
5031,0.009092292
5033,0.00917775
5035,0.009444042
5037,0.009354208
5039,0.009318834
5041,0.009182042
5043,0.009159333
5045,0.009073709
5047,0.009086541
5049,0.009102834
5051,0.009085916
5053,0.00910325
5055,0.009148625
5057,0.009432791
5059,0.009473042
5061,0.009452625
5063,0.009436791
5065,0.009499166
5067,0.009422542
5069,0.009529917
5071,0.009353083
5073,0.00952
5075,0.009523
5077,0.009425792
5079,0.009544667
5081,0.009465708
5083,0.0094835
5085,0.00949075
5087,0.00950975
5089,0.009492875
5091,0.009603167
5093,0.009576083
5095,0.009558042
5097,0.009539708
5099,0.009694042
5101,0.00960325
5103,0.009507791
5105,0.009615041
5107,0.009657459
5109,0.009614541
5111,0.009729042
5113,0.009661208
5115,0.009688417
5117,0.009811541
5119,0.009608583
5121,0.009630542
5123,0.009822584
5125,0.009666666
5127,0.009662916
5129,0.009694875
5131,0.009719375
5133,0.009689834
5135,0.009706
5137,0.009702083
5139,0.009727167
5141,0.009743542
5143,0.009868875
5145,0.009818084
5147,0.009784375
5149,0.009959666
5151,0.009881833
5153,0.009858708
5155,0.009902042
5157,0.00989075
5159,0.009881875
5161,0.009657209
5163,0.009768666
5165,0.009915875
5167,0.009838791
5169,0.009687542
5171,0.009575958
5173,0.009567541
5175,0.00966675
5177,0.009593
5179,0.009646209
5181,0.009908667
5183,0.009887417
5185,0.009999375
5187,0.009910458
5189,0.00961325
5191,0.009914541
5193,0.009928167
5195,0.010086875
5197,0.009975375
5199,0.010024959
5201,0.01020425
5203,0.009964083
5205,0.009935958
5207,0.010271583
5209,0.010077334
5211,0.010068292
5213,0.010056916
5215,0.010033041
5217,0.010036834
5219,0.010052917
5221,0.010056417
5223,0.010069333
5225,0.01011775
5227,0.010201667
5229,0.010199458
5231,0.010108667
5233,0.010034375
5235,0.010084083
5237,0.010013042
5239,0.010137417
5241,0.010148959
5243,0.010156125
5245,0.010219667
5247,0.010160042
5249,0.010186958
5251,0.01016425
5253,0.010177084
5255,0.010181583
5257,0.010222042
5259,0.010188458
5261,0.010210583
5263,0.010212875
5265,0.010302459
5267,0.010247958
5269,0.010255458
5271,0.010357583
5273,0.010421125
5275,0.010435583
5277,0.0102715
5279,0.010189291
5281,0.010261333
5283,0.010221584
5285,0.010141459
5287,0.010099167
5289,0.010209
5291,0.010225792
5293,0.010368875
5295,0.010931167
5297,0.010777083
5299,0.010859958
5301,0.010486042
5303,0.010424125
5305,0.010473209
5307,0.010514875
5309,0.010744791
5311,0.010472291
5313,0.010510625
5315,0.010492334
5317,0.010387542
5319,0.010634875
5321,0.010789458
5323,0.010869584
5325,0.010690125
5327,0.010740375
5329,0.01078575
5331,0.010808167
5333,0.010695167
5335,0.010540708
5337,0.010773959
5339,0.0105285
5341,0.010546917
5343,0.010564875
5345,0.010624
5347,0.010690834
5349,0.010710583
5351,0.010910041
5353,0.010639167
5355,0.010684833
5357,0.010633125
5359,0.010676417
5361,0.01070225
5363,0.010689
5365,0.010847625
5367,0.010661125
5369,0.010652209
5371,0.010668583
5373,0.010752083
5375,0.010684208
5377,0.01068825
5379,0.010700167
5381,0.01058475
5383,0.010548791
5385,0.010525916
5387,0.010781334
5389,0.010758834
5391,0.01077975
5393,0.010806417
5395,0.010756958
5397,0.01082025
5399,0.010949792
5401,0.010932292
5403,0.010769958
5405,0.010901041
5407,0.01081225
5409,0.010812584
5411,0.0108575
5413,0.010852
5415,0.010840791
5417,0.010893709
5419,0.010860708
5421,0.01089775
5423,0.010982375
5425,0.01070025
5427,0.010922583
5429,0.010986625
5431,0.010873125
5433,0.011119833
5435,0.011050791
5437,0.010971292
5439,0.011012458
5441,0.011038916
5443,0.010948875
5445,0.010996375
5447,0.011251125
5449,0.011071083
5451,0.01088125
5453,0.011131708
5455,0.011265375
5457,0.011383291
5459,0.0113305
5461,0.0114485
5463,0.011575625
5465,0.011422709
5467,0.011119583
5469,0.01111225
5471,0.011137417
5473,0.011158584
5475,0.011225917
5477,0.010800875
5479,0.010797416
5481,0.010942333
5483,0.010846917
5485,0.010853125
5487,0.011544167
5489,0.010923333
5491,0.0113155
5493,0.011331708
5495,0.011248292
5497,0.011310417
5499,0.010951167
5501,0.011331708
5503,0.011296208
5505,0.011368667
5507,0.0110815
5509,0.011399041
5511,0.011336917
5513,0.011325334
5515,0.011482042
5517,0.01127325
5519,0.011284625
5521,0.011306291
5523,0.011300042
5525,0.011316042
5527,0.011308041
5529,0.011373
5531,0.011614041
5533,0.011690458
5535,0.011458625
5537,0.011417208
5539,0.0114045
5541,0.0114525
5543,0.011388792
5545,0.011482125
5547,0.011547417
5549,0.011482292
5551,0.011433917
5553,0.01139475
5555,0.01146375
5557,0.011491917
5559,0.011462875
5561,0.011497292
5563,0.011491792
5565,0.011498458
5567,0.011501084
5569,0.011933417
5571,0.01155725
5573,0.011699333
5575,0.011620667
5577,0.011522834
5579,0.011455541
5581,0.011367334
5583,0.011502625
5585,0.011497916
5587,0.01150925
5589,0.0115805
5591,0.011613875
5593,0.01165275
5595,0.011701125
5597,0.011663042
5599,0.011639709
5601,0.011645958
5603,0.011559625
5605,0.011633333
5607,0.011463458
5609,0.01199625
5611,0.011626959
5613,0.011734042
5615,0.011795708
5617,0.011799875
5619,0.011794292
5621,0.011549958
5623,0.011868
5625,0.011751166
5627,0.011769375
5629,0.0117365
5631,0.011819292
5633,0.011840584
5635,0.011849458
5637,0.01185225
5639,0.011804291
5641,0.011986083
5643,0.011956875
5645,0.01198025
5647,0.012186333
5649,0.012526833
5651,0.011963584
5653,0.011921292
5655,0.01200925
5657,0.011819292
5659,0.011899916
5661,0.011973542
5663,0.011966125
5665,0.01193275
5667,0.01193975
5669,0.011787458
5671,0.011638708
5673,0.011675708
5675,0.012230083
5677,0.012031875
5679,0.012080875
5681,0.011999209
5683,0.011965708
5685,0.012061459
5687,0.012129833
5689,0.012220584
5691,0.01221325
5693,0.012156708
5695,0.01208025
5697,0.012071958
5699,0.012059
5701,0.012153708
5703,0.012084459
5705,0.0121225
5707,0.012286959
