Sorter0,,
ArrayLength,Runtime,
1,2.8750000637955964E-6,
3,4.4874999730382115E-5,
5,1.2874999811174348E-5,
7,5.045799844083376E-5,
9,2.391700036241673E-5,
11,4.88292018417269E-4,
13,6.154199945740402E-5,
15,2.9667000490007922E-5,
17,6.687499990221113E-5,
19,1.284159952774644E-4,
21,4.092919989489019E-4,
23,0.0011306660016998649,
25,2.2670799808111042E-4,
27,3.169169940520078E-4,
29,2.1149999520275742E-4,
31,8.624590118415654E-4,
33,1.2487500498536974E-4,
35,9.470799705013633E-5,
37,9.533399861538783E-5,
39,4.3995800660923123E-4,
41,0.007861667312681675,
43,2.3329099349211901E-4,
45,1.271660003112629E-4,
47,1.4908399316482246E-4,
49,1.8454200471751392E-4,
51,5.721250199712813E-4,
53,1.5520899614784867E-4,
55,1.2570800026878715E-4,
57,1.5741700190119445E-4,
59,1.6033300198614597E-4,
61,2.0941700495313853E-4,
63,2.4254100571852177E-4,
65,2.9337499290704727E-4,
67,0.0028508331160992384,
69,1.646250020712614E-4,
71,4.3229100992903113E-4,
73,2.3637499543838203E-4,
75,5.44416019693017E-4,
77,4.94042003992945E-4,
79,4.988749860785902E-4,
81,4.5183300971984863E-4,
83,2.997079864144325E-4,
85,7.102920208126307E-4,
87,8.555829990655184E-4,
89,7.070000283420086E-4,
91,0.0012232910376042128,
93,6.023329915478826E-4,
95,6.190830026753247E-4,
97,0.0010705000022426248,
99,5.985419848002493E-4,
101,7.532910094596446E-4,
103,7.064579986035824E-4,
105,6.377079989761114E-4,
107,0.001069915946573019,
109,0.001091332989744842,
111,8.64042027387768E-4,
113,6.846250034868717E-4,
115,7.397090084850788E-4,
117,7.43083015549928E-4,
119,4.518750065471977E-4,
121,5.11875026859343E-4,
123,9.022079757414758E-4,
125,7.381669711321592E-4,
127,0.0016132500022649765,
129,6.177090108394623E-4,
131,8.331250282935798E-4,
133,0.0010997910285368562,
135,0.008154957555234432,
137,9.552499977871776E-4,
139,0.0011070419568568468,
141,5.488750175572932E-4,
143,6.800830014981329E-4,
145,0.005136541090905666,
147,9.70416993368417E-4,
149,6.370419869199395E-4,
151,9.937089635059237E-4,
153,6.432919763028622E-4,
155,6.363330176100135E-4,
157,5.649580270983279E-4,
159,0.0013459170004352927,
161,6.945410277694464E-4,
163,6.083329790271819E-4,
165,6.065409979782999E-4,
167,0.0014179160352796316,
169,8.306250092573464E-4,
171,6.399580161087215E-4,
173,0.0010060829808935523,
175,0.0016530839493498206,
177,6.951669929549098E-4,
179,7.442500209435821E-4,
181,7.00332981068641E-4,
183,7.652500062249601E-4,
185,0.0012909580254927278,
187,0.0013159579830244184,
189,0.001181500032544136,
191,8.172920206561685E-4,
193,9.558749734424055E-4,
195,7.643750286661088E-4,
197,9.860829450190067E-4,
199,8.721249760128558E-4,
201,0.0012962919427081943,
203,8.691669791005552E-4,
205,0.0010729170171543956,
207,0.0020007079001516104,
209,0.0012197080068290234,
211,0.0014162920415401459,
213,0.0010583329712972045,
215,8.725000079721212E-4,
217,8.022499969229102E-4,
219,8.668749942444265E-4,
221,0.0015200410271063447,
223,0.0010281250579282641,
225,0.001012708991765976,
227,8.869169978424907E-4,
229,9.0020801872015E-4,
231,0.002302624983713031,
233,0.0015731670428067446,
235,0.0013828750234097242,
237,0.0014773750444874167,
239,9.3495799228549E-4,
241,0.0016021250048652291,
243,0.01651691645383835,
245,0.029754457995295525,
247,0.022514959797263145,
249,0.0011170839425176382,
251,0.0030670000705868006,
253,0.010741124860942364,
255,0.030936166644096375,
257,0.031327877193689346,
259,8.955419762060046E-4,
261,0.0012184999650344253,
263,0.0035984159912914038,
265,0.004491250030696392,
267,0.010301916860044003,
269,8.684580097906291E-4,
271,9.457080159336329E-4,
273,9.656670154072344E-4,
275,0.001010583946481347,
277,0.0011603330494835973,
279,9.529159869998693E-4,
281,0.0027030420023947954,
283,0.001067750039510429,
285,0.0011469169985502958,
287,9.831249481067061E-4,
289,0.0014772500144317746,
291,9.99000039882958E-4,
293,0.0010829160455614328,
295,0.0013837909791618586,
297,0.0015263330424204469,
299,0.0015631250571459532,
301,9.483749745413661E-4,
303,0.0018792919581755996,
305,0.0031769999768584967,
307,0.0016267499886453152,
309,0.0014549170155078173,
311,0.001981290988624096,
313,0.0018165409564971924,
315,0.0014432920143008232,
317,0.002278249943628907,
319,0.002816125052049756,
321,0.0020308340899646282,
323,0.0011718330206349492,
325,0.002164707984775305,
327,0.0010062080109491944,
329,0.001970957964658737,
331,0.0023239171132445335,
333,0.002128042047843337,
335,0.0013803750043734908,
337,0.0011857920326292515,
339,0.0012300830567255616,
341,0.0021237079054117203,
343,0.0016406660433858633,
345,0.0012843339936807752,
347,0.0015399169642478228,
349,0.0029411250725388527,
351,0.0014302500057965517,
353,0.002036165911704302,
355,0.0014482500264421105,
357,0.001253749942407012,
359,0.001772416988387704,
361,0.0016090420540422201,
363,0.0014044999843463302,
365,0.0016634589992463589,
367,0.0023011250887066126,
369,0.0020672499667853117,
371,0.0015279590152204037,
373,0.0013516669860109687,
375,0.0022600830998271704,
377,0.0020698748994618654,
379,0.0014437499921768904,
381,0.0021275829058140516,
383,0.0013213750207796693,
385,0.0024567500222474337,
387,0.002116957912221551,
389,0.0014000419760122895,
391,0.0013278330443426967,
393,0.0017696659779176116,
395,0.00256974995136261,
397,0.001674541039392352,
399,0.0017717089504003525,
401,0.002287166891619563,
403,0.002058834070339799,
405,0.001343625015579164,
407,0.0012912909733131528,
409,0.0016989170107990503,
411,0.0015019590500742197,
413,0.001450750045478344,
415,0.002853041049093008,
417,0.0013574999757111073,
419,0.003266500076279044,
421,0.0013456250308081508,
423,0.0013586250133812428,
425,0.0013267500326037407,
427,0.0013916250318288803,
429,0.002203000010922551,
431,0.003192625008523464,
433,0.0013868339592590928,
435,0.00226983311586082,
437,0.0013300409773364663,
439,0.0028168330900371075,
441,0.003097417065873742,
443,0.0013628749875351787,
445,0.00173120794352144,
447,0.0017200829461216927,
449,0.0016390420496463776,
451,0.0045118751004338264,
453,0.003170416923239827,
455,0.001585375051945448,
457,0.0015100829768925905,
459,0.0015945830382406712,
461,0.0015962079633027315,
463,0.0034141670912504196,
465,0.0015560840256512165,
467,0.0015384999569505453,
469,0.0016154999611899257,
471,0.0015615420415997505,
473,0.004008125048130751,
475,0.0016127079725265503,
477,0.001621957984752953,
479,0.0015853330260142684,
481,0.002898958045989275,
483,0.002603416098281741,
485,0.0015915000112727284,
487,0.0016291659558191895,
489,0.0016016250010579824,
491,0.002332832897081971,
493,0.003056667046621442,
495,0.0026503331027925014,
497,0.0026141670532524586,
499,0.0025312919169664383,
501,0.0025119169149547815,
503,0.0024117499124258757,
505,0.002737124916166067,
507,0.001698249951004982,
509,0.0017747919773682952,
511,0.0020959998946636915,
513,0.0021893749944865704,
515,0.0036111250519752502,
517,0.0022430419921875,
519,0.003324833931401372,
521,0.0033245841041207314,
523,0.0022060410119593143,
525,0.002977707888931036,
527,0.0019418749725446105,
