Sorter0,,
ArrayLength,Runtime F,Runtime C
16847,0.152148992,
16849,0.111200206,
16851,0.111498997,
16853,0.110680334,
16855,0.111323997,
16857,0.181099743,
16859,0.110929132,
16861,0.10983362,
16863,0.110700205,
16865,0.212086782,
16867,0.109504126,
16869,0.110834375,
16871,0.110490419,
16873,0.110798791,
16875,0.156262085,
16877,0.109031208,
16879,0.110948168,
16881,0.110867962,
16883,0.279256552,
16885,0.11052604,
16887,0.109927043,
16889,0.111065418,
16891,0.117803663,
16893,0.109872378,
16895,0.109645501,
16897,0.111513004,
16899,0.111601874,
16901,0.269121081,
16903,0.110372789,
16905,0.111054078,
16907,0.112014703,
16909,0.155596256,
16911,0.112232625,
16913,0.110384129,
16915,0.110282414,
16917,0.111463338,
16919,0.160979748,
16921,0.111507587,
16923,0.111854829,
16925,0.112014875,
16927,0.23315163,
16929,0.111250997,
16931,0.111751206,
16933,0.111216165,
16935,0.111108497,
16937,0.111038871,
16939,0.112003505,
16941,0.111592077,
16943,0.112428963,
16945,0.296666354,
16947,0.112457082,
16949,0.111355126,
16951,0.110360205,
16953,0.135683745,
16955,0.11192821,
16957,0.110920958,
16959,0.111805335,
16961,0.112238206,
16963,0.197823241,
16965,0.112584546,
16967,0.112360545,
16969,0.112842083,
16971,0.226646289,
16973,0.11250113,
16975,0.111562379,
16977,0.112775415,
16979,0.111719958,
16981,0.11152254,
16983,0.113681003,
16985,0.111293957,
16987,0.112313919,
16989,0.296143442,
16991,0.112627335,
16993,0.112226002,
16995,0.112216376,
16997,0.139670283,
16999,0.113238923,
17001,0.111314662,
17003,0.111986205,
17005,0.111743957,
17007,0.188391328,
17009,0.112785868,
17011,0.111415662,
17013,0.111897379,
17015,0.233333036,
17017,0.111881167,
17019,0.111596413,
17021,0.113224834,
17023,0.11345987,
17025,0.11430604,
17027,0.117203504,
17029,0.112974413,
17031,0.113078922,
17033,0.292366773,
17035,0.111565128,
17037,0.113163166,
17039,0.112382874,
17041,0.155967951,
17043,0.112691917,
17045,0.112809755,
17047,0.113594167,
17049,0.112528875,
17051,0.236033425,
17053,0.113234378,
17055,0.113361128,
17057,0.113116413,
17059,0.268865526,
17061,0.11214792,
17063,0.113126583,
17065,0.113079958,
17067,0.119870245,
17069,0.113703296,
17071,0.112747997,
17073,0.113162376,
17075,0.112974703,
17077,0.256073505,
17079,0.113411374,
17081,0.114507131,
17083,0.113118753,
17085,0.19900921,
17087,0.111744829,
17089,0.113825507,
17091,0.112894751,
17093,0.112735413,
17095,0.113777667,
17097,0.113052458,
17099,0.113122083,
17101,0.112632662,
17103,0.289405674,
17105,0.112418666,
17107,0.113870129,
17109,0.113975376,
17111,0.164007291,
17113,0.114604168,
17115,0.113776542,
17117,0.112670206,
17119,0.112801507,
17121,0.213053748,
17123,0.114212751,
17125,0.113229662,
17127,0.114416204,
17129,0.289985597,
17131,0.114102542,
17133,0.114879586,
17135,0.11594183,
17137,0.13392438,
17139,0.115856662,
17141,0.114259869,
17143,0.11396262,
17145,0.115022376,
17147,0.175098747,
17149,0.114675291,
17151,0.114972129,
17153,0.114479661,
17155,0.267402798,
17157,0.114054754,
17159,0.114555128,
17161,0.113346621,
17163,0.12317913,
17165,0.113739081,
17167,0.111420251,
17169,0.113452166,
17171,0.114722416,
17173,0.233033717,
17175,0.113225751,
17177,0.114929587,
17179,0.113168836,
17181,0.237372667,
17183,0.116780624,
17185,0.11484196,
17187,0.115018338,
17189,0.118045129,
17191,0.114686079,
17193,0.114622459,
17195,0.115628205,
17197,0.115332291,
17199,0.26297453,
17201,0.115031667,
17203,0.114377208,
17205,0.114432752,
17207,0.213168055,
17209,0.114045918,
17211,0.116126038,
17213,0.114798583,
17215,0.114315167,
17217,0.115552627,
17219,0.114720829,
17221,0.114799753,
17223,0.114843205,
17225,0.278154254,
17227,0.114778832,
17229,0.116007209,
17231,0.115083791,
17233,0.203511953,
17235,0.114014,
17237,0.114061207,
17239,0.115596496,
17241,0.114355296,
17243,0.114757709,
17245,0.114609957,
17247,0.118289001,
17249,0.118312128,
17251,0.291615903,
17253,0.115899041,
17255,0.116313621,
17257,0.115532584,
17259,0.204557449,
17261,0.116190545,
17263,0.115250245,
17265,0.115469918,
17267,0.116316587,
17269,0.115589209,
17271,0.115854919,
17273,0.116224416,
17275,0.116549246,
17277,0.27617684,
17279,0.115965627,
17281,0.116232663,
17283,0.115571871,
17285,0.217282623,
17287,0.115568832,
17289,0.117462546,
17291,0.115260333,
17293,0.116947249,
17295,0.116303667,
17297,0.11698813,
17299,0.117045961,
17301,0.115525872,
17303,0.258243829,
17305,0.115018755,
17307,0.114522338,
17309,0.11735104,
17311,0.238752618,
17313,0.114674374,
17315,0.116479918,
17317,0.116254337,
17319,0.12203896,
17321,0.117487587,
17323,0.116547078,
17325,0.116942875,
17327,0.116061874,
17329,0.223567799,
17331,0.117412418,
17333,0.116910167,
17335,0.117003873,
17337,0.273353517,
17339,0.116533294,
17341,0.116800003,
17343,0.11714571,
17345,0.135008469,
17347,0.117397211,
17349,0.116319872,
17351,0.115712702,
17353,0.115959957,
17355,0.150743127,
17357,0.116444126,
17359,0.117685542,
17361,0.11809992,
17363,0.305623204,
17365,0.115587167,
17367,0.117920414,
17369,0.117052548,
17371,0.159890249,
17373,0.118702829,
17375,0.117033586,
17377,0.116752289,
17379,0.117614836,
17381,0.179034263,
17383,0.118363246,
17385,0.118344285,
17387,0.118191831,
17389,0.300468922,
17391,0.117229037,
17393,0.118677624,
17395,0.117624,
17397,0.205588087,
17399,0.117933333,
17401,0.116750076,
17403,0.116833583,
17405,0.119120628,
17407,0.11729113,
17409,0.118071079,
17411,0.120107003,
17413,0.117767751,
17415,0.245524257,
17417,0.117573835,
17419,0.11899408,
17421,0.118148245,
17423,0.275361478,
17425,0.11699713,
17427,0.118742205,
17429,0.117867,
17431,0.141290292,
17433,0.117983043,
17435,0.117002212,
17437,0.118543036,
17439,0.117506921,
17441,0.223573118,
17443,0.117172167,
17445,0.117926285,
17447,0.118383124,
17449,0.308144569,
17451,0.117916003,
17453,0.118687168,
17455,0.118598834,
17457,0.194677085,
17459,0.118083544,
17461,0.120682001,
17463,0.122409835,
17465,0.12515983,
17467,0.120056413,
17469,0.119384795,
17471,0.119201712,
17473,0.118210167,
17475,0.233805954,
17477,0.118371829,
17479,0.118412338,
17481,0.118415043,
17483,0.287679493,
17485,0.118859373,
17487,0.119513169,
17489,0.118207663,
17491,0.152939871,
17493,0.118437,
17495,0.11839392,
17497,0.118322544,
17499,0.119524755,
17501,0.177491918,
17503,0.119420998,
17505,0.118145831,
17507,0.119017333,
17509,0.294765472,
17511,0.119456664,
17513,0.119881541,
17515,0.118921377,
17517,0.245581046,
17519,0.120325334,
17521,0.119186997,
17523,0.11858508,
17525,0.135619417,
17527,0.119462997,
17529,0.12008521,
17531,0.119671665,
17533,0.119686835,
17535,0.237665251,
17537,0.118655086,
17539,0.119415417,
17541,0.119625755,
17543,0.312511712,
17545,0.118373454,
17547,0.119831249,
17549,0.119891874,
17551,0.215469211,
17553,0.118819252,
17555,0.119869962,
17557,0.11918138,
17559,0.128223374,
17561,0.12102592,
17563,0.118131377,
17565,0.121862665,
17567,0.119783454,
17569,0.169050828,
17571,0.120624289,
17573,0.119951457,
17575,0.119438961,
17577,0.318255693,
17579,0.121592127,
17581,0.123239666,
17583,0.120436415,
17585,0.20663929,
17587,0.119323298,
17589,0.121773712,
17591,0.120400622,
17593,0.127150923,
17595,0.119757168,
17597,0.120331459,
17599,0.120842755,
17601,0.120960496,
17603,0.167722672,
17605,0.120746918,
17607,0.121186875,
17609,0.121065453,
17611,0.320765108,
17613,0.121388204,
17615,0.121588923,
17617,0.120047957,
17619,0.217276752,
17621,0.12052425,
17623,0.121882997,
17625,0.120138705,
17627,0.131043926,
17629,0.118186459,
17631,0.120318756,
17633,0.122165456,
17635,0.121274285,
17637,0.237993658,
17639,0.121313415,
17641,0.121261247,
17643,0.120704666,
17645,0.307634175,
17647,0.122368835,
17649,0.121746078,
17651,0.121512666,
17653,0.252627909,
17655,0.120630495,
17657,0.121063754,
17659,0.121029586,
17661,0.145295084,
17663,0.11963392,
17665,0.121098541,
17667,0.119610377,
17669,0.122814707,
17671,0.170468122,
17673,0.121334709,
17675,0.12375775,
17677,0.128655002,
17679,0.278591424,
17681,0.120467834,
17683,0.121647038,
17685,0.119759418,
17687,0.29756549,
17689,0.121997207,
17691,0.122245207,
17693,0.120929919,
17695,0.172134966,
17697,0.120874584,
17699,0.120954499,
17701,0.121176869,
17703,0.123628832,
17705,0.120278835,
17707,0.121941082,
17709,0.122225918,
17711,0.122726165,
17713,0.185037836,
17715,0.120534666,
17717,0.121879041,
17719,0.122057088,
17721,0.312331736,
17723,0.120673709,
17725,0.122369505,
17727,0.123275042,
17729,0.23962751,
17731,0.120921835,
17733,0.122664168,
17735,0.120682664,
17737,0.146926954,
17739,0.120525129,
17741,0.121812999,
17743,0.121489003,
17745,0.124995418,
17747,0.157294154,
17749,0.122845128,
17751,0.123115458,
17753,0.123086378,
17755,0.255966693,
17757,0.122015752,
17759,0.122297168,
17761,0.121950582,
17763,0.313223541,
17765,0.12037383,
17767,0.122917168,
17769,0.120831959,
17771,0.208890215,
17773,0.121867754,
17775,0.126174703,
17777,0.125020459,
17779,0.136885583,
17781,0.122790039,
17783,0.123296455,
17785,0.122257128,
17787,0.122377753,
17789,0.20523937,
17791,0.125573754,
17793,0.12471813,
17795,0.129511133,
17797,0.286883086,
17799,0.126673967,
17801,0.125353545,
17803,0.129901797,
17805,0.324393094,
17807,0.126752838,
17809,0.127942383,
17811,0.125603244,
17813,0.21469909,
17815,0.125736341,
17817,0.129046619,
17819,0.124669127,
17821,0.13881442,
17823,0.123863585,
17825,0.124599829,
17827,0.125000834,
17829,0.124078251,
17831,0.180832133,
17833,0.123654835,
17835,0.124155454,
17837,0.123743378,
17839,0.259157181,
17841,0.123222701,
17843,0.12514241,
17845,0.123714834,
17847,0.324613899,
17849,0.122932456,
17851,0.125012204,
17853,0.125533581,
17855,0.239450365,
17857,0.125916585,
17859,0.124509126,
17861,0.125649497,
17863,0.153235331,
17865,0.124575168,
17867,0.124034286,
17869,0.125636667,
17871,0.12617141,
17873,0.124233335,
17875,0.125415578,
17877,0.125265077,
17879,0.127690285,
17881,0.199050054,
17883,0.127493918,
17885,0.127341866,
17887,0.128297582,
17889,0.320057124,
17891,0.12746042,
17893,0.127091661,
17895,0.125771716,
17897,0.305756152,
17899,0.127467617,
17901,0.128240705,
17903,0.125758588,
17905,0.201168954,
17907,0.127275959,
17909,0.127185538,
17911,0.126125827,
17913,0.139892995,
17915,0.127339914,
17917,0.127074659,
17919,0.125775173,
17921,0.126607791,
17923,0.171215251,
17925,0.125557452,
17927,0.126880795,
17929,0.125659123,
17931,0.238725632,
17933,0.126536995,
17935,0.125595167,
17937,0.126931414,
17939,0.331873924,
17941,0.126930669,
17943,0.127120718,
17945,0.127011254,
17947,0.291092038,
17949,0.125101373,
17951,0.125950128,
17953,0.127317369,
17955,0.193407118,
17957,0.127590865,
17959,0.127535835,
17961,0.126609832,
17963,0.138730004,
17965,0.127874956,
17967,0.126786828,
17969,0.126051411,
17971,0.126027629,
17973,0.160291374,
17975,0.128440127,
17977,0.127590463,
17979,0.127002671,
17981,0.216416627,
17983,0.125643551,
17985,0.126260087,
17987,0.125690207,
17989,0.321984917,
17991,0.125494286,
17993,0.127722085,
17995,0.127049074,
17997,0.318137288,
17999,0.12754555,
18001,0.127895832,
18003,0.128661409,
18005,0.227115244,
18007,0.127524629,
18009,0.126764372,
18011,0.12651892,
18013,0.158489585,
18015,0.126796082,
18017,0.127015457,
18019,0.125976756,
18021,0.127875537,
18023,0.127108246,
18025,0.127212748,
18027,0.128447995,
18029,0.128283665,
18031,0.203090876,
18033,0.126348004,
18035,0.12919642,
18037,0.127039865,
18039,0.235987842,
18041,0.126358926,
18043,0.127519831,
18045,0.126251876,
18047,0.326628119,
18049,0.129321173,
18051,0.129665092,
18053,0.128970876,
18055,0.321736693,
18057,0.130329758,
18059,0.127778038,
18061,0.128448173,
18063,0.238925532,
18065,0.129218251,
18067,0.129430041,
18069,0.128945589,
18071,0.16917704,
18073,0.128010213,
18075,0.12903145,
18077,0.133108079,
18079,0.136723459,
18081,0.129706711,
18083,0.128777966,
18085,0.129572004,
18087,0.129644215,
18089,0.172457591,
18091,0.129123375,
18093,0.129538924,
18095,0.128423706,
18097,0.194888085,
18099,0.129763007,
18101,0.129904583,
18103,0.129975706,
18105,0.303245664,
18107,0.127514869,
18109,0.129465714,
18111,0.127223209,
18113,0.332880825,
18115,0.129338369,
18117,0.127880618,
18119,0.129676625,
18121,0.29132992,
18123,0.128112957,
18125,0.129223511,
18127,0.129580706,
18129,0.217962593,
18131,0.129586503,
18133,0.131568462,
18135,0.130562916,
18137,0.164011195,
18139,0.129618168,
18141,0.129365757,
18143,0.130373865,
18145,0.135151535,
18147,0.130280122,
18149,0.130381927,
18151,0.130375624,
18153,0.131625503,
18155,0.165353045,
18157,0.129820585,
18159,0.130928293,
18161,0.130809411,
18163,0.174544409,
18165,0.129534423,
18167,0.13005513,
18169,0.128780797,
18171,0.291234046,
18173,0.130298033,
18175,0.129578337,
18177,0.130481511,
18179,0.339642614,
18181,0.130001292,
18183,0.13038449,
18185,0.132162958,
18187,0.32652688,
18189,0.131411254,
18191,0.132476702,
18193,0.137715951,
18195,0.265516251,
18197,0.132097378,
18199,0.13057442,
18201,0.12997137,
18203,0.2041585,
18205,0.131390586,
18207,0.130016834,
18209,0.130429074,
18211,0.159072503,
18213,0.129946753,
18215,0.131170332,
18217,0.131935254,
18219,0.136992782,
18221,0.131265417,
18223,0.130943418,
18225,0.13064979,
18227,0.130931243,
18229,0.132136792,
18231,0.130970955,
18233,0.133811042,
18235,0.132351294,
18237,0.242422253,
18239,0.131464288,
18241,0.132131457,
18243,0.130563378,
18245,0.227760002,
18247,0.132597789,
18249,0.130556211,
18251,0.131921336,
18253,0.308945566,
18255,0.132620215,
18257,0.130584121,
18259,0.132392287,
18261,0.341063887,
18263,0.12877892,
18265,0.129940078,
18267,0.131935135,
18269,0.341899604,
18271,0.129563585,
18273,0.130801708,
18275,0.131790295,
18277,0.288733065,
18279,0.132752627,
18281,0.133699,
18283,0.131079793,
18285,0.23085767,
18287,0.131751955,
18289,0.131514624,
18291,0.132557094,
18293,0.183311328,
18295,0.129881755,
18297,0.130966246,
18299,0.129365712,
18301,0.154111743,
18303,0.130098253,
18305,0.131107241,
18307,0.130953133,
18309,0.13764663,
18311,0.133583337,
18313,0.131602913,
18315,0.13145262,
18317,0.131892666,
18319,0.130676284,
18321,0.132502332,
18323,0.132826865,
18325,0.132622585,
18327,0.210952073,
18329,0.131860629,
18331,0.129942417,
18333,0.131830916,
18335,0.175183013,
18337,0.131944284,
18339,0.133677289,
18341,0.133910626,
18343,0.258356094,
18345,0.13177529,
18347,0.132149965,
18349,0.132368341,
18351,0.319990039,
18353,0.134630293,
18355,0.133310214,
18357,0.132669926,
18359,0.346704632,
18361,0.13273938,
18363,0.133827418,
18365,0.133901954,
18367,0.346303046,
18369,0.132294044,
18371,0.133515507,
18373,0.131556243,
18375,0.330000281,
18377,0.134029537,
18379,0.132593378,
18381,0.133180618,
18383,0.284156263,
18385,0.130802214,
18387,0.133039966,
18389,0.132815793,
18391,0.245818332,
18393,0.134279877,
18395,0.134162039,
18397,0.13276796,
18399,0.207209662,
18401,0.133393034,
18403,0.133437797,
18405,0.134728163,
18407,0.179976985,
18409,0.13323833,
18411,0.133040711,
18413,0.134440541,
18415,0.161094576,
18417,0.133717373,
18419,0.133743033,
18421,0.134283498,
18423,0.145634294,
18425,0.134214759,
18427,0.132586241,
18429,0.134423375,
18431,0.136280417,
18433,0.132548168,
18435,0.131588668,
18437,0.132934496,
18439,0.132132456,
18441,0.133436918,
18443,0.131347418,
18445,0.132984489,
18447,0.13241151,
18449,0.13204433,
18451,0.133440211,
18453,0.134341717,
18455,0.133227915,
18457,0.193701327,
18459,0.134075955,
18461,0.134354159,
18463,0.137126416,
18465,0.258224845,
18467,0.134642497,
18469,0.135241628,
18471,0.134744167,
18473,0.175889671,
18475,0.13455525,
18477,0.135167122,
18479,0.135866955,
18481,0.235771537,
18483,0.134014875,
18485,0.134511873,
18487,0.133006588,
18489,0.276366591,
18491,0.135308132,
18493,0.134689331,
18495,0.135067329,
18497,0.310122907,
18499,0.136809379,
18501,0.136860833,
18503,0.136126965,
18505,0.331168413,
18507,0.135803714,
18509,0.136361957,
18511,0.133608624,
18513,0.344208121,
18515,0.133166626,
18517,0.13486813,
18519,0.133704409,
18521,0.347510189,
18523,0.133579209,
18525,0.134212166,
18527,0.134015456,
18529,0.346617639,
18531,0.134660751,
18533,0.135171294,
18535,0.135145664,
18537,0.350711554,
18539,0.134942546,
18541,0.134150997,
18543,0.134345248,
18545,0.337470055,
18547,0.135019705,
18549,0.134598747,
18551,0.135197431,
18553,0.324810922,
18555,0.135208905,
18557,0.134900793,
18559,0.133783996,
18561,0.303487867,
18563,0.133381799,
18565,0.134464204,
18567,0.134691715,
18569,0.289310664,
18571,0.135191217,
18573,0.135599449,
18575,0.134866759,
18577,0.272731483,
18579,0.13439554,
18581,0.135100409,
18583,0.134665042,
18585,0.257171005,
18587,0.13681449,
18589,0.134419084,
18591,0.134438545,
18593,0.246965244,
18595,0.135156363,
18597,0.133771211,
18599,0.134204701,
18601,0.236265168,
18603,0.133368626,
18605,0.135352463,
18607,0.134650365,
18609,0.227235243,
18611,0.134965211,
18613,0.134759948,
18615,0.135609463,
18617,0.216319799,
18619,0.134165302,
18621,0.135660335,
18623,0.134710342,
18625,0.211084127,
18627,0.134400666,
18629,0.136075661,
18631,0.136062756,
18633,0.204308674,
18635,0.134498253,
18637,0.134857461,
18639,0.138368994,
18641,0.206830919,
18643,0.137955502,
18645,0.136754468,
18647,0.135464877,
18649,0.197167173,
18651,0.135047659,
18653,0.13745825,
18655,0.13669543,
18657,0.194817498,
18659,0.137957633,
18661,0.137092963,
18663,0.136216909,
18665,0.192200154,
18667,0.136182919,
18669,0.136664361,
18671,0.135580167,
18673,0.189925924,
18675,0.136860967,
18677,0.13585633,
18679,0.135538787,
18681,0.189796373,
18683,0.135610491,
18685,0.135621324,
18687,0.136155322,
18689,0.189549372,
18691,0.135244161,
18693,0.136760369,
18695,0.137287006,
18697,0.190793037,
18699,0.136363998,
18701,0.137109295,
18703,0.137037322,
18705,0.191726953,
18707,0.137093335,
18709,0.137143254,
18711,0.137069717,
18713,0.194186673,
18715,0.137128457,
18717,0.137054414,
18719,0.137105301,
18721,0.198104829,
18723,0.135629505,
18725,0.137068778,
18727,0.136879042,
18729,0.203482777,
18731,0.137212753,
18733,0.137842208,
18735,0.136971116,
18737,0.208831534,
18739,0.137242779,
18741,0.138453662,
18743,0.135697454,
18745,0.212824047,
18747,0.136439502,
18749,0.137941629,
18751,0.136751324,
18753,0.22455129,
18755,0.136658788,
18757,0.137297332,
18759,0.137151003,
18761,0.230067164,
18763,0.137242496,
18765,0.137751535,
18767,0.137402669,
18769,0.241596907,
18771,0.137474626,
18773,0.137854129,
18775,0.137005866,
18777,0.253643364,
18779,0.136109173,
18781,0.137474,
18783,0.138184756,
18785,0.268180221,
18787,0.13696751,
18789,0.136691004,
18791,0.137104124,
18793,0.281148851,
18795,0.137804464,
18797,0.138142079,
18799,0.136233404,
18801,0.301774591,
18803,0.138687581,
18805,0.139301449,
18807,0.138465509,
18809,0.316806078,
18811,0.137895241,
18813,0.137884155,
18815,0.137363538,
18817,0.329965085,
18819,0.138554409,
18821,0.138906911,
18823,0.139176086,
18825,0.34517467,
18827,0.143138781,
18829,0.139744624,
18831,0.138788953,
18833,0.359686732,
18835,0.139841169,
18837,0.138006374,
18839,0.138083667,
18841,0.359036535,
18843,0.138318956,
18845,0.137398005,
18847,0.139336631,
18849,0.361967266,
18851,0.138440549,
18853,0.137795046,
18855,0.139173418,
18857,0.353316575,
18859,0.137526542,
18861,0.139355034,
18863,0.138331532,
18865,0.338018119,
18867,0.139391631,
18869,0.139115289,
18871,0.140012711,
18873,0.312583596,
18875,0.138555497,
18877,0.139156625,
18879,0.138764471,
18881,0.282105505,
18883,0.138486087,
18885,0.139175639,
18887,0.139516041,
18889,0.235046074,
18891,0.138041303,
18893,0.139742002,
18895,0.13866733,
18897,0.183791533,
18899,0.139811292,
18901,0.140130073,
18903,0.138697222,
18905,0.257866263,
18907,0.139439195,
18909,0.139189541,
18911,0.139422342,
18913,0.213834047,
18915,0.139941424,
18917,0.140144885,
18919,0.138679788,
18921,0.138293043,
18923,0.138673037,
18925,0.140214667,
18927,0.143212959,
18929,0.139220759,
18931,0.140150577,
18933,0.137670457,
18935,0.149041504,
18937,0.14146933,
18939,0.139013737,
18941,0.140393913,
18943,0.162230045,
18945,0.13979657,
18947,0.141211301,
18949,0.139621094,
18951,0.179161996,
18953,0.137781844,
18955,0.140519291,
18957,0.139816701,
18959,0.20199433,
18961,0.139665291,
18963,0.139966711,
18965,0.138776466,
18967,0.239888042,
18969,0.140137658,
18971,0.139554873,
18973,0.14022021,
18975,0.277126253,
18977,0.140931174,
18979,0.139974907,
18981,0.139647737,
18983,0.318347901,
18985,0.14175792,
18987,0.141299799,
18989,0.140472412,
18991,0.348945349,
18993,0.140232801,
18995,0.140135586,
18997,0.141001627,
18999,0.368674219,
19001,0.139363706,
19003,0.146786496,
19005,0.142187536,
19007,0.360628039,
19009,0.14119646,
19011,0.142350912,
19013,0.143040255,
19015,0.322575331,
19017,0.140833497,
19019,0.141369626,
19021,0.141283199,
19023,0.266409993,
19025,0.140989095,
19027,0.140428677,
19029,0.141502544,
19031,0.176336423,
19033,0.140930459,
19035,0.14056167,
19037,0.143843248,
19039,0.223972917,
19041,0.141301706,
19043,0.141319588,
19045,0.140748411,
19047,0.140096799,
19049,0.140809625,
19051,0.14269504,
19053,0.146003589,
19055,0.14211984,
19057,0.142488167,
19059,0.141194046,
19061,0.164074957,
19063,0.140212253,
19065,0.140892491,
19067,0.141903788,
19069,0.192086086,
19071,0.142764956,
19073,0.142144367,
19075,0.141243458,
19077,0.234283194,
19079,0.142391011,
19081,0.142697796,
19083,0.141247213,
19085,0.291477412,
19087,0.140741289,
19089,0.142298758,
19091,0.143363997,
19093,0.343879342,
19095,0.141385242,
19097,0.143017218,
19099,0.142408833,
19101,0.370775163,
19103,0.142805293,
19105,0.141133532,
19107,0.142254204,
19109,0.352845103,
19111,0.142850965,
19113,0.142377749,
19115,0.141290367,
19117,0.30016306,
19119,0.142872989,
19121,0.143771634,
19123,0.142011121,
19125,0.199436337,
19127,0.143279001,
19129,0.14319329,
19131,0.143966049,
19133,0.220514908,
19135,0.142410204,
19137,0.143257871,
19139,0.144635797,
19141,0.141665876,
19143,0.143423423,
19145,0.143728375,
19147,0.156164795,
19149,0.142785877,
19151,0.142756283,
19153,0.143442541,
19155,0.187624156,
19157,0.1433153,
19159,0.141389668,
19161,0.141785666,
19163,0.236687586,
19165,0.142930463,
19167,0.142653927,
19169,0.142260253,
19171,0.303926468,
19173,0.14353767,
19175,0.143794343,
19177,0.143094361,
19179,0.374666721,
19181,0.150625452,
19183,0.145681083,
19185,0.144403711,
19187,0.368041515,
19189,0.143087223,
19191,0.144544125,
19193,0.143213868,
19195,0.317340523,
19197,0.143829659,
19199,0.143293038,
19201,0.143705875,
19203,0.204637751,
19205,0.144141406,
19207,0.143230617,
19209,0.144383743,
19211,0.208288953,
19213,0.143215001,
19215,0.144202337,
19217,0.14582479,
19219,0.144309834,
19221,0.144737035,
19223,0.144794747,
19225,0.168322295,
19227,0.145292372,
19229,0.14466013,
19231,0.144924879,
19233,0.217546746,
19235,0.145398259,
19237,0.145802155,
19239,0.144662201,
19241,0.286389351,
19243,0.144096538,
19245,0.144156545,
19247,0.143950745,
19249,0.362026036,
19251,0.144637331,
19253,0.143390879,
19255,0.144093663,
19257,0.374308795,
19259,0.144467846,
19261,0.143876463,
19263,0.143555999,
19265,0.303952426,
19267,0.145204157,
19269,0.146361038,
19271,0.145149425,
19273,0.299062878,
19275,0.144420668,
19277,0.144588411,
19279,0.145072043,
19281,0.144836709,
19283,0.144982055,
19285,0.146053255,
19287,0.159267426,
19289,0.143784583,
19291,0.145811796,
19293,0.144534081,
19295,0.203137293,
19297,0.146267951,
19299,0.146665663,
19301,0.143272161,
19303,0.278580964,
19305,0.145269737,
19307,0.144841835,
19309,0.145316467,
19311,0.359679818,
19313,0.145699084,
19315,0.146354258,
19317,0.144254759,
19319,0.373279721,
19321,0.144083872,
19323,0.144877717,
19325,0.145763323,
19327,0.291789919,
19329,0.145451501,
19331,0.145050362,
19333,0.146878079,
19335,0.267532974,
19337,0.145405412,
19339,0.145503014,
19341,0.146627039,
19343,0.146244153,
19345,0.145354599,
19347,0.144879833,
19349,0.170753539,
19351,0.146183878,
19353,0.150473371,
19355,0.146696538,
19357,0.235475719,
19359,0.145860955,
19361,0.145336285,
19363,0.145905748,
19365,0.328311026,
19367,0.146909222,
19369,0.145431116,
19371,0.144759044,
19373,0.383240044,
19375,0.147113293,
19377,0.146234781,
19379,0.146053463,
19381,0.321620852,
19383,0.1464995,
19385,0.146715298,
19387,0.146234915,
19389,0.289824307,
19391,0.1480373,
19393,0.145356163,
19395,0.147444084,
19397,0.145560622,
19399,0.147426873,
19401,0.148169711,
19403,0.173607662,
19405,0.146921322,
19407,0.147332549,
19409,0.146942258,
19411,0.239603296,
19413,0.145712331,
19415,0.147264838,
19417,0.146171242,
19419,0.339315325,
19421,0.144741327,
19423,0.147603005,
19425,0.148094282,
19427,0.385984302,
19429,0.146619171,
19431,0.146668881,
19433,0.145605713,
19435,0.280898631,
19437,0.147959203,
19439,0.147850052,
19441,0.146470919,
19443,0.235101879,
19445,0.146406129,
19447,0.147731945,
19449,0.152197838,
19451,0.147094756,
19453,0.147008911,
19455,0.14841345,
19457,0.19989641,
19459,0.146770135,
19461,0.148795947,
19463,0.148305506,
19465,0.298843861,
19467,0.148948252,
19469,0.147081718,
19471,0.14671655,
19473,0.380879164,
19475,0.149339199,
19477,0.149095297,
19479,0.146520957,
19481,0.336789459,
19483,0.147975996,
19485,0.148375005,
19487,0.148379996,
19489,0.280689508,
19491,0.147158206,
19493,0.148481369,
19495,0.155024752,
19497,0.152053952,
19499,0.150384128,
19501,0.147554502,
19503,0.191676125,
19505,0.147701785,
19507,0.149264053,
19509,0.149822965,
19511,0.29220441,
19513,0.148820877,
19515,0.148073122,
19517,0.147720709,
19519,0.398218036,
19521,0.148596466,
19523,0.14881587,
19525,0.147624254,
19527,0.328504682,
19529,0.146846697,
19531,0.14978987,
19533,0.1492773,
19535,0.266388774,
19537,0.148711637,
19539,0.147678748,
19541,0.154331878,
19543,0.149678752,
19545,0.149311841,
19547,0.149991959,
19549,0.208872005,
19551,0.148850054,
19553,0.149474084,
19555,0.149309427,
19557,0.319598228,
19559,0.148003295,
19561,0.150398836,
19563,0.149652421,
19565,0.389156938,
19567,0.149899945,
19569,0.150246665,
19571,0.149579093,
19573,0.271356165,
19575,0.148910791,
19577,0.15037784,
19579,0.148742884,
19581,0.149041951,
19583,0.149997383,
19585,0.148644045,
19587,0.182327792,
19589,0.149429083,
19591,0.149487451,
19593,0.151116624,
19595,0.278550893,
19597,0.149681374,
19599,0.149405628,
19601,0.150442496,
19603,0.386488169,
19605,0.149972618,
19607,0.148491994,
19609,0.148782,
19611,0.325720936,
19613,0.154146329,
19615,0.150324628,
19617,0.150514409,
19619,0.236303002,
19621,0.149219796,
19623,0.149378911,
19625,0.163159788,
19627,0.149461299,
19629,0.149485737,
19631,0.150034085,
19633,0.240352705,
19635,0.148386121,
19637,0.150146827,
19639,0.150017589,
19641,0.367850482,
