Sorter0,,
ArrayLength,Runtime F,Runtime C
8133,0.038320541,
8135,0.038769543,
8137,0.03882267,
8139,0.038838126,
8141,0.038381875,
8143,0.038399454,
8145,0.03882096,
8147,0.075889453,
8149,0.039292123,
8151,0.038837876,
8153,0.038980123,
8155,0.038582042,
8157,0.038672376,
8159,0.038682543,
8161,0.038521376,
8163,0.039246876,
8165,0.078313872,
8167,0.038702291,
8169,0.038984708,
8171,0.038630247,
8173,0.038743,
8175,0.039162416,
8177,0.038865086,
8179,0.038929082,
8181,0.038896501,
8183,0.07115975,
8185,0.038938791,
8187,0.039259337,
8189,0.039056085,
8191,0.039599001,
8193,0.040163416,
8195,0.039143041,
8197,0.039017294,
8199,0.038871583,
8201,0.057821669,
8203,0.039248291,
8205,0.038999666,
8207,0.039129417,
8209,0.039550126,
8211,0.039659753,
8213,0.039044041,
8215,0.039109793,
8217,0.039410207,
8219,0.050058667,
8221,0.039920416,
8223,0.039620455,
8225,0.039716668,
8227,0.039893791,
8229,0.040163126,
8231,0.039994001,
8233,0.040048417,
8235,0.039442208,
8237,0.045049209,
8239,0.039576039,
8241,0.039666291,
8243,0.040015999,
8245,0.040406086,
8247,0.040782999,
8249,0.039709207,
8251,0.040380333,
8253,0.039310958,
8255,0.043196,
8257,0.039933998,
8259,0.040275708,
8261,0.039990123,
8263,0.039487123,
8265,0.040129878,
8267,0.039630041,
8269,0.039947752,
8271,0.040375546,
8273,0.041025668,
8275,0.04091404,
8277,0.039841998,
8279,0.040381707,
8281,0.040298123,
8283,0.040098377,
8285,0.040592249,
8287,0.039534625,
8289,0.039925877,
8291,0.041421752,
8293,0.040531877,
8295,0.040761501,
8297,0.041451376,
8299,0.041218415,
8301,0.041631456,
8303,0.040313832,
8305,0.09167321,
8307,0.041560501,
8309,0.042300586,
8311,0.039981376,
8313,0.040520541,
8315,0.039989125,
8317,0.040306915,
8319,0.040933125,
8321,0.040443584,
8323,0.040152751,
8325,0.040227961,
8327,0.042642292,
8329,0.040332545,
8331,0.040458541,
8333,0.040629458,
8335,0.040557042,
8337,0.04056396,
8339,0.041241039,
8341,0.040338501,
8343,0.040805209,
8345,0.044649083,
8347,0.040596209,
8349,0.040362291,
8351,0.041013584,
8353,0.040964458,
8355,0.041223586,
8357,0.040771831,
8359,0.040571831,
8361,0.041127291,
8363,0.047912668,
8365,0.040356543,
8367,0.040013377,
8369,0.041320793,
8371,0.040653624,
8373,0.041047834,
8375,0.041581247,
8377,0.041157916,
8379,0.040718291,
8381,0.056435585,
8383,0.041127417,
8385,0.041207083,
8387,0.040907208,
8389,0.040968586,
8391,0.041013248,
8393,0.04073504,
8395,0.042044539,
8397,0.041384418,
8399,0.066279918,
8401,0.040603708,
8403,0.041173086,
8405,0.040251084,
8407,0.041235417,
8409,0.041397791,
8411,0.041395668,
8413,0.041500457,
8415,0.041239709,
8417,0.081421457,
8419,0.041654415,
8421,0.040669668,
8423,0.041279793,
8425,0.041285917,
8427,0.041714039,
8429,0.041223083,
8431,0.041310247,
8433,0.041433085,
8435,0.083951712,
8437,0.041304916,
8439,0.041741706,
8441,0.041380875,
8443,0.041314706,
8445,0.041951042,
8447,0.041187916,
8449,0.041476544,
8451,0.042775378,
8453,0.066815376,
8455,0.041947331,
8457,0.042123459,
8459,0.041952707,
8461,0.042351,
8463,0.04238129,
8465,0.041552585,
8467,0.042161625,
8469,0.041682877,
8471,0.041750457,
8473,0.041824002,
8475,0.041713208,
8477,0.042447291,
8479,0.042048793,
8481,0.041694541,
8483,0.041317664,
8485,0.041360207,
8487,0.0504365,
8489,0.041984208,
8491,0.042021293,
8493,0.041479915,
8495,0.041971415,
8497,0.042400166,
8499,0.042343084,
8501,0.042759169,
8503,0.042007707,
8505,0.071834125,
8507,0.042139333,
8509,0.041976247,
8511,0.042102709,
8513,0.042485502,
8515,0.042403709,
8517,0.042020168,
8519,0.041984584,
8521,0.041975833,
8523,0.08674971,
8525,0.042785168,
8527,0.042704415,
8529,0.042946417,
8531,0.042317625,
8533,0.042118914,
8535,0.041910458,
8537,0.042525623,
8539,0.042752415,
8541,0.069793999,
8543,0.042575791,
8545,0.042385455,
8547,0.042249124,
8549,0.042626999,
8551,0.042947415,
8553,0.042698208,
8555,0.042888042,
8557,0.047607586,
8559,0.042771209,
8561,0.043269169,
8563,0.043581206,
8565,0.043553878,
8567,0.043638375,
8569,0.044256583,
8571,0.043024708,
8573,0.042949039,
8575,0.076294541,
8577,0.043103248,
8579,0.043233663,
8581,0.042935457,
8583,0.043232415,
8585,0.042498041,
8587,0.042640418,
8589,0.043036833,
8591,0.043861292,
8593,0.079545125,
8595,0.043344751,
8597,0.0421905,
8599,0.043643247,
8601,0.043468338,
8603,0.043361962,
8605,0.044024583,
8607,0.043596085,
8609,0.044023961,
8611,0.043014623,
8613,0.043714337,
8615,0.043474708,
8617,0.043493751,
8619,0.043437917,
8621,0.043687247,
8623,0.042976961,
8625,0.043149501,
8627,0.071990624,
8629,0.043258086,
8631,0.043729916,
8633,0.043945376,
8635,0.043661583,
8637,0.043829456,
8639,0.044243455,
8641,0.043065418,
8643,0.043012377,
8645,0.07856971,
8647,0.043096751,
8649,0.044156831,
8651,0.043280084,
8653,0.043744959,
8655,0.043257002,
8657,0.043705791,
8659,0.043728959,
8661,0.046927959,
8663,0.044024248,
8665,0.043694459,
8667,0.043232668,
8669,0.044202752,
8671,0.04443033,
8673,0.042955291,
8675,0.043275751,
8677,0.042826917,
8679,0.085732751,
8681,0.043708082,
8683,0.043362543,
8685,0.043630332,
8687,0.043745752,
8689,0.043743294,
8691,0.043756042,
8693,0.043955915,
8695,0.043698456,
8697,0.06984292,
8699,0.044224333,
8701,0.043691207,
8703,0.044206668,
8705,0.044178292,
8707,0.044155546,
8709,0.04380054,
8711,0.043773625,
8713,0.063711375,
8715,0.043649167,
8717,0.043853417,
8719,0.044361874,
8721,0.044510331,
8723,0.043671545,
8725,0.043627623,
8727,0.044218376,
8729,0.044085708,
8731,0.077129245,
8733,0.043796208,
8735,0.044759832,
8737,0.044176083,
8739,0.043873958,
8741,0.044512376,
8743,0.045163374,
8745,0.044891752,
8747,0.054994375,
8749,0.045567751,
8751,0.044666793,
8753,0.044121791,
8755,0.044643961,
8757,0.044510584,
8759,0.044485375,
8761,0.044077083,
8763,0.043861248,
8765,0.079679795,
8767,0.044847246,
8769,0.045000959,
8771,0.044852875,
8773,0.045238249,
8775,0.044829,
8777,0.044638455,
8779,0.044539414,
8781,0.055775415,
8783,0.044292085,
8785,0.044015501,
8787,0.044451416,
8789,0.044680335,
8791,0.045130663,
8793,0.044605207,
8795,0.045016624,
8797,0.044312041,
8799,0.078532249,
8801,0.044790417,
8803,0.044289753,
8805,0.044268332,
8807,0.044470709,
8809,0.044888586,
8811,0.045102291,
8813,0.0451365,
8815,0.06140279,
8817,0.044559501,
8819,0.044996999,
8821,0.04492696,
8823,0.044902168,
8825,0.046106961,
8827,0.046066377,
8829,0.045955792,
8831,0.044932,
8833,0.066666543,
8835,0.045116916,
8837,0.045090336,
8839,0.045172207,
8841,0.045250125,
8843,0.045589793,
8845,0.045632668,
8847,0.045328666,
8849,0.073221087,
8851,0.04536204,
8853,0.045608167,
8855,0.045364499,
8857,0.045162167,
8859,0.045617085,
8861,0.045215875,
8863,0.045366999,
8865,0.044762377,
8867,0.045681041,
8869,0.045305874,
8871,0.045544248,
8873,0.04535817,
8875,0.045565583,
8877,0.045553375,
8879,0.045737125,
8881,0.046266623,
8883,0.094725206,
8885,0.045616169,
8887,0.045576833,
8889,0.045600623,
8891,0.045317914,
8893,0.045354709,
8895,0.045488544,
8897,0.046221752,
8899,0.053946663,
8901,0.045772247,
8903,0.045705669,
8905,0.046693038,
8907,0.046117961,
8909,0.04611671,
8911,0.046036292,
8913,0.046271291,
8915,0.046347041,
8917,0.067858495,
8919,0.046058331,
8921,0.046065625,
8923,0.046202041,
8925,0.046440125,
8927,0.046022877,
8929,0.045998041,
8931,0.046233706,
8933,0.085826375,
8935,0.04621771,
8937,0.045611247,
8939,0.045852959,
8941,0.046110455,
8943,0.045709707,
8945,0.046696793,
8947,0.047442168,
8949,0.050762001,
8951,0.046948791,
8953,0.046861,
8955,0.073790379,
8957,0.058242545,
8959,0.046408292,
8961,0.046368752,
8963,0.047363915,
8965,0.046627916,
8967,0.080499753,
8969,0.047132041,
8971,0.046382539,
8973,0.046872623,
8975,0.047163375,
8977,0.046648875,
8979,0.046984624,
8981,0.046530753,
8983,0.086514376,
8985,0.046751086,
8987,0.046209,
8989,0.046323001,
8991,0.046887584,
8993,0.047509376,
8995,0.046982124,
8997,0.047109999,
8999,0.051734418,
9001,0.049021546,
9003,0.047258209,
9005,0.049208168,
9007,0.047326706,
9009,0.047175709,
9011,0.047353249,
9013,0.047306754,
9015,0.04766896,
9017,0.080318339,
9019,0.046884917,
9021,0.048023876,
9023,0.047581624,
9025,0.047129545,
9027,0.047051292,
9029,0.046755038,
9031,0.047835708,
9033,0.098187834,
9035,0.046946999,
9037,0.047722541,
9039,0.047593039,
9041,0.047518291,
9043,0.047103915,
9045,0.047381084,
9047,0.047226585,
9049,0.070581622,
9051,0.047357123,
9053,0.047425669,
9055,0.048421834,
9057,0.047106124,
9059,0.048249502,
9061,0.047896292,
9063,0.047628168,
9065,0.050422084,
9067,0.047216084,
9069,0.04758871,
9071,0.047465622,
9073,0.047766209,
9075,0.047762375,
9077,0.047256418,
9079,0.047361039,
9081,0.049588751,
9083,0.074002415,
9085,0.047423959,
9087,0.047252249,
9089,0.048073582,
9091,0.0478995,
9093,0.048000168,
9095,0.047317039,
9097,0.048212793,
9099,0.095983125,
9101,0.047826584,
9103,0.047435042,
9105,0.047832999,
9107,0.048301667,
9109,0.048570085,
9111,0.047776915,
9113,0.048382752,
9115,0.092954829,
9117,0.04841629,
9119,0.048724294,
9121,0.04811446,
9123,0.047705792,
9125,0.049270917,
9127,0.048189461,
9129,0.048128124,
9131,0.066169582,
9133,0.047570582,
9135,0.048287962,
9137,0.048703667,
9139,0.047713455,
9141,0.048104752,
9143,0.048170168,
9145,0.048237585,
9147,0.052410249,
9149,0.047916207,
9151,0.047857124,
9153,0.048751332,
9155,0.048928961,
9157,0.048307791,
9159,0.049219124,
9161,0.0483355,
9163,0.048746623,
9165,0.048341416,
9167,0.049008291,
9169,0.048671667,
9171,0.048385583,
9173,0.048730209,
9175,0.049072918,
9177,0.04852096,
9179,0.048804998,
9181,0.060610622,
9183,0.048737291,
9185,0.048829418,
9187,0.048765961,
9189,0.049438085,
9191,0.049200207,
9193,0.049215,
9195,0.048708417,
9197,0.09080296,
9199,0.049317125,
9201,0.048537791,
9203,0.048780832,
9205,0.048033167,
9207,0.049010247,
9209,0.049829584,
9211,0.049514376,
9213,0.101213299,
9215,0.049393833,
9217,0.050751414,
9219,0.048346169,
9221,0.048684753,
9223,0.048884753,
9225,0.048524875,
9227,0.049764875,
9229,0.098039128,
9231,0.04909604,
9233,0.049928542,
9235,0.049390543,
9237,0.04987796,
9239,0.049834415,
9241,0.050108753,
9243,0.049860418,
9245,0.091268875,
9247,0.049691625,
9249,0.050285999,
9251,0.049203791,
9253,0.050566874,
9255,0.050365876,
9257,0.049625792,
9259,0.04952896,
9261,0.079442754,
9263,0.049849331,
9265,0.049863584,
9267,0.049617961,
9269,0.050231166,
9271,0.049958456,
9273,0.049831539,
9275,0.050119709,
9277,0.071033709,
9279,0.050529875,
9281,0.050135959,
9283,0.050226875,
9285,0.049189124,
9287,0.050062586,
9289,0.049565878,
9291,0.050393376,
9293,0.066180415,
9295,0.050458416,
9297,0.050011292,
9299,0.050372168,
9301,0.050686125,
9303,0.049973667,
9305,0.050119247,
9307,0.050494246,
9309,0.063992999,
9311,0.050664831,
9313,0.0505425,
9315,0.050547123,
9317,0.050518669,
9319,0.050419752,
9321,0.050745834,
9323,0.050847709,
9325,0.063266501,
9327,0.050607376,
9329,0.05107154,
9331,0.05092017,
9333,0.050692249,
9335,0.051096916,
9337,0.051140834,
9339,0.050755378,
9341,0.062996998,
9343,0.050643586,
9345,0.050953545,
9347,0.050787333,
9349,0.050660752,
9351,0.050988209,
9353,0.05022696,
9355,0.051064625,
9357,0.064017586,
9359,0.050387584,
9361,0.052439246,
9363,0.051657792,
9365,0.051563337,
9367,0.050346248,
9369,0.051436793,
9371,0.050586876,
9373,0.066789754,
9375,0.051870376,
9377,0.05052796,
9379,0.050542962,
9381,0.050248414,
9383,0.050240915,
9385,0.051228248,
9387,0.050691791,
9389,0.072008997,
9391,0.050679337,
9393,0.050781377,
9395,0.050505545,
9397,0.051056292,
9399,0.05129154,
9401,0.051495042,
9403,0.051516917,
9405,0.07957679,
9407,0.050803546,
9409,0.050974209,
9411,0.051247962,
9413,0.051514916,
9415,0.052214418,
9417,0.051230501,
9419,0.051288664,
9421,0.089808248,
9423,0.051516332,
9425,0.051145248,
9427,0.051657416,
9429,0.05185204,
9431,0.051400501,
9433,0.051082168,
9435,0.051846292,
9437,0.101095587,
9439,0.051684752,
9441,0.051809374,
9443,0.051783416,
9445,0.052137915,
9447,0.051545206,
9449,0.051720332,
9451,0.051405583,
9453,0.107498832,
9455,0.051539376,
9457,0.051857624,
9459,0.051570792,
9461,0.051936455,
9463,0.051612377,
9465,0.052147754,
9467,0.051439293,
9469,0.10184183,
9471,0.051276959,
9473,0.051701538,
9475,0.0516515,
9477,0.051058877,
9479,0.051843084,
9481,0.051532377,
9483,0.051135376,
9485,0.076647207,
9487,0.051568169,
9489,0.052170958,
9491,0.052086499,
9493,0.051397916,
9495,0.051532041,
9497,0.052231874,
9499,0.052242793,
9501,0.052221708,
9503,0.052450791,
9505,0.052139834,
9507,0.052705459,
9509,0.053055294,
9511,0.052593794,
9513,0.053184126,
9515,0.060228918,
9517,0.054335546,
9519,0.053387038,
9521,0.074429415,
9523,0.05307271,
9525,0.052718375,
9527,0.053079415,
9529,0.052908793,
9531,0.074265338,
9533,0.052152418,
9535,0.052904584,
9537,0.052204374,
9539,0.052348915,
9541,0.052693877,
9543,0.052861456,
9545,0.052243583,
9547,0.101949297,
9549,0.053036962,
9551,0.052265331,
9553,0.052668083,
9555,0.052796539,
9557,0.053002831,
9559,0.053082418,
9561,0.052438669,
9563,0.108052038,
9565,0.052752834,
9567,0.053052377,
9569,0.052032582,
9571,0.053830914,
9573,0.052441377,
9575,0.052535083,
9577,0.052945625,
9579,0.067891456,
9581,0.052819915,
9583,0.052628294,
9585,0.053328499,
9587,0.052900378,
9589,0.052680586,
9591,0.053410791,
9593,0.057468709,
9595,0.05273075,
9597,0.053082585,
9599,0.053355001,
9601,0.05335154,
9603,0.052969247,
9605,0.052754454,
9607,0.053664915,
9609,0.081257418,
9611,0.053869247,
9613,0.053702831,
9615,0.05346771,
9617,0.053698331,
9619,0.053683832,
9621,0.05362004,
9623,0.053318918,
9625,0.11172913,
9627,0.053883668,
9629,0.053515878,
9631,0.053529624,
9633,0.05415554,
9635,0.053600751,
9637,0.053287752,
9639,0.053405084,
9641,0.078439206,
9643,0.053532414,
9645,0.053831961,
9647,0.053779207,
9649,0.053970959,
9651,0.053939831,
9653,0.052792877,
9655,0.056069501,
9657,0.054151375,
9659,0.053649083,
9661,0.053983834,
9663,0.054134961,
9665,0.053442582,
9667,0.053839546,
9669,0.054019246,
9671,0.083831958,
9673,0.053660668,
9675,0.054342914,
9677,0.054334,
9679,0.053591039,
9681,0.054651625,
9683,0.054275583,
9685,0.053778753,
9687,0.112033211,
9689,0.054356124,
9691,0.054458454,
9693,0.053263124,
9695,0.05480196,
9697,0.055427961,
9699,0.053642791,
9701,0.053494502,
9703,0.079143584,
9705,0.055119917,
9707,0.054046545,
9709,0.054717664,
9711,0.05432504,
9713,0.054614916,
9715,0.053963792,
9717,0.068869248,
9719,0.054425709,
9721,0.054814663,
9723,0.054493375,
9725,0.054354042,
9727,0.055198874,
9729,0.054818083,
9731,0.054092918,
9733,0.11230766,
9735,0.053819586,
9737,0.054382209,
9739,0.054876167,
9741,0.054693583,
9743,0.054592125,
9745,0.054353084,
9747,0.054449249,
9749,0.089230701,
9751,0.055395249,
9753,0.054664832,
9755,0.055149,
9757,0.055302415,
9759,0.054028083,
9761,0.054758877,
9763,0.068750247,
9765,0.055260375,
9767,0.055470247,
9769,0.055604752,
9771,0.055187169,
9773,0.0552065,
9775,0.054839544,
9777,0.055798791,
9779,0.115489244,
9781,0.054908663,
9783,0.055540375,
9785,0.055763207,
9787,0.055495415,
9789,0.055416584,
9791,0.055060707,
9793,0.056040499,
9795,0.054673959,
9797,0.055512249,
9799,0.055383541,
9801,0.05582796,
9803,0.055625707,
9805,0.056024622,
9807,0.055186626,
9809,0.090597287,
9811,0.055618584,
9813,0.055147544,
9815,0.055575959,
9817,0.055940375,
9819,0.055411663,
9821,0.056014333,
9823,0.055351246,
9825,0.094895624,
9827,0.056036122,
9829,0.055901583,
9831,0.055858709,
9833,0.055968791,
9835,0.056025207,
9837,0.055680625,
9839,0.068253957,
9841,0.05587421,
9843,0.05641333,
9845,0.055978667,
9847,0.055327833,
9849,0.055960875,
9851,0.055869833,
9853,0.056056876,
9855,0.115828663,
9857,0.056150455,
9859,0.056283876,
9861,0.055776376,
9863,0.055399042,
9865,0.055782292,
9867,0.056097124,
9869,0.057572663,
9871,0.056566376,
9873,0.056578249,
9875,0.05638421,
9877,0.055794291,
9879,0.056488041,
9881,0.056387,
9883,0.056294832,
9885,0.111380793,
9887,0.056365792,
9889,0.057159085,
9891,0.057011209,
9893,0.057216123,
9895,0.056034584,
9897,0.056535415,
9899,0.056140751,
9901,0.056316085,
9903,0.05663304,
9905,0.056637418,
9907,0.056782916,
9909,0.057015084,
9911,0.056883167,
9913,0.056570414,
9915,0.106196836,
9917,0.057005707,
9919,0.056469917,
9921,0.056306377,
9923,0.056896623,
9925,0.056928709,
9927,0.056822039,
9929,0.057210501,
9931,0.079624414,
9933,0.05702021,
9935,0.05675875,
9937,0.057609625,
9939,0.056568917,
9941,0.05724854,
9943,0.055938624,
9945,0.099646494,
9947,0.056576338,
9949,0.056959584,
9951,0.056696791,
9953,0.057149455,
9955,0.056982752,
9957,0.057124041,
9959,0.05720083,
9961,0.086989544,
9963,0.057008374,
9965,0.057061501,
9967,0.057127248,
9969,0.057831209,
9971,0.057805125,
9973,0.05659771,
9975,0.099967621,
9977,0.057593126,
9979,0.057831082,
9981,0.057771999,
9983,0.057383001,
9985,0.057101417,
9987,0.057113208,
9989,0.057431918,
9991,0.080719829,
9993,0.057081167,
9995,0.057424083,
9997,0.057104792,
9999,0.057496961,
10001,0.057959542,
10003,0.05806917,
10005,0.106887043,
10007,0.057571083,
10009,0.057840083,
10011,0.057184208,
10013,0.057729375,
10015,0.058470331,
10017,0.057598878,
10019,0.059651166,
10021,0.059490751,
10023,0.059559457,
10025,0.083141208,
10027,0.059562918,
10029,0.057999499,
10031,0.058577377,
10033,0.05798804,
10035,0.118999414,
10037,0.058086332,
10039,0.057908624,
10041,0.058536291,
10043,0.05844304,
10045,0.05821367,
10047,0.057778336,
10049,0.063038625,
10051,0.058446292,
10053,0.058163792,
10055,0.058771543,
10057,0.05836229,
10059,0.058545623,
10061,0.058345001,
10063,0.057950541,
10065,0.114564337,
10067,0.059335168,
10069,0.058546167,
10071,0.058720499,
10073,0.058408208,
10075,0.058755752,
10077,0.059043333,
10079,0.083150171,
10081,0.058471374,
10083,0.058234666,
10085,0.059098247,
10087,0.058147665,
10089,0.058260038,
10091,0.059127331,
10093,0.058132622,
10095,0.095228918,
10097,0.059489831,
10099,0.058833167,
10101,0.059077084,
10103,0.059378292,
10105,0.058868416,
10107,0.058931418,
10109,0.11663308,
10111,0.059496455,
10113,0.058905292,
10115,0.059712209,
10117,0.058935501,
10119,0.059402332,
10121,0.05918996,
10123,0.063805789,
10125,0.058995545,
10127,0.059151001,
10129,0.059352543,
10131,0.058607791,
10133,0.059608918,
10135,0.058954,
10137,0.059106831,
10139,0.106911957,
10141,0.058803793,
10143,0.059108041,
10145,0.059469584,
10147,0.058963247,
10149,0.059251834,
10151,0.059435207,
10153,0.098610498,
10155,0.05959304,
10157,0.05877696,
10159,0.059664208,
10161,0.059799623,
10163,0.059614584,
10165,0.059580538,
10167,0.060520001,
10169,0.059887752,
10171,0.060597792,
10173,0.059604663,
10175,0.059804041,
10177,0.059532039,
10179,0.059732877,
10181,0.059701584,
10183,0.116658129,
10185,0.06005704,
10187,0.059303418,
10189,0.059991084,
10191,0.060468543,
10193,0.059787832,
10195,0.060027625,
10197,0.095869087,
10199,0.05959525,
10201,0.060052585,
10203,0.060130622,
10205,0.059063375,
10207,0.060025085,
10209,0.059984293,
10211,0.061244,
10213,0.059842002,
10215,0.059661917,
10217,0.060481332,
10219,0.060742501,
10221,0.060670666,
10223,0.061229207,
10225,0.060141377,
10227,0.109998167,
10229,0.060154337,
10231,0.060495209,
10233,0.06008954,
10235,0.060658455,
10237,0.060201,
10239,0.060342085,
10241,0.109762125,
10243,0.060939539,
10245,0.061084751,
10247,0.06130575,
10249,0.060359877,
10251,0.060992874,
10253,0.0607065,
10255,0.068143874,
10257,0.06072104,
10259,0.060177416,
10261,0.061011206,
10263,0.060517248,
10265,0.061109539,
10267,0.060643416,
10269,0.061311375,
10271,0.100936912,
10273,0.061665334,
10275,0.060745377,
10277,0.060923502,
10279,0.059868209,
10281,0.060863793,
10283,0.060555376,
10285,0.124168791,
10287,0.060848501,
10289,0.060679168,
10291,0.060804207,
10293,0.060764,
10295,0.06155296,
10297,0.061807916,
10299,0.101061419,
10301,0.06134896,
10303,0.061642751,
10305,0.061535377,
10307,0.062127877,
10309,0.061322168,
10311,0.061313666,
10313,0.067836627,
10315,0.062007248,
10317,0.061602041,
10319,0.061462454,
10321,0.061767623,
10323,0.061796751,
10325,0.061917752,
10327,0.06135004,
10329,0.096823454,
10331,0.060694039,
10333,0.061890416,
10335,0.061887454,
10337,0.061700791,
10339,0.062037624,
10341,0.061498169,
10343,0.123010375,
10345,0.062223539,
10347,0.060587376,
10349,0.06715475,
10351,0.062174499,
10353,0.0619215,
10355,0.062102582,
10357,0.114532873,
10359,0.061723337,
10361,0.061925124,
10363,0.062684081,
10365,0.062545873,
10367,0.062007751,
10369,0.061620291,
10371,0.078956246,
10373,0.062821917,
10375,0.062330168,
10377,0.062210958,
10379,0.061662916,
10381,0.062556125,
10383,0.062761918,
10385,0.063418753,
10387,0.062096667,
10389,0.061671663,
10391,0.062369123,
10393,0.06206404,
10395,0.062817208,
10397,0.062560834,
10399,0.062509373,
10401,0.108811416,
10403,0.062160917,
10405,0.062359206,
10407,0.062204666,
10409,0.062708624,
10411,0.062577456,
10413,0.062361959,
10415,0.125688836,
10417,0.0633315,
10419,0.063193418,
10421,0.06323529,
10423,0.063347667,
10425,0.063609794,
10427,0.06354671,
10429,0.126939252,
10431,0.064231418,
10433,0.06337104,
10435,0.063473791,
10437,0.063394003,
10439,0.063493207,
10441,0.062993832,
10443,0.099896543,
10445,0.065551206,
10447,0.063412376,
10449,0.063467167,
10451,0.062736496,
10453,0.063739374,
10455,0.065846913,
10457,0.077141128,
10459,0.06291467,
10461,0.064720206,
10463,0.062296458,
10465,0.063355833,
10467,0.062988795,
10469,0.063557997,
10471,0.06636329,
10473,0.063484706,
10475,0.064951584,
10477,0.066108711,
10479,0.065712661,
10481,0.09884683,
10483,0.06397038,
10485,0.063409917,
10487,0.063568331,
10489,0.063310333,
10491,0.063406453,
10493,0.063365832,
10495,0.062919796,
10497,0.063681245,
10499,0.063437127,
10501,0.105583794,
10503,0.062896915,
10505,0.064141497,
10507,0.063504875,
10509,0.063518502,
10511,0.063964248,
10513,0.063952245,
10515,0.106685661,
10517,0.063852541,
10519,0.064351335,
10521,0.063889042,
10523,0.06377475,
10525,0.064340249,
10527,0.063773416,
10529,0.128481537,
10531,0.063865706,
10533,0.065151542,
10535,0.064286791,
10537,0.064706668,
10539,0.065255038,
10541,0.064820454,
10543,0.132652342,
10545,0.064642169,
10547,0.065767959,
10549,0.064868122,
10551,0.064156041,
10553,0.064254791,
10555,0.064469084,
10557,0.128364086,
10559,0.064135917,
10561,0.064238623,
10563,0.064450331,
10565,0.06484171,
10567,0.064399458,
10569,0.065328754,
10571,0.124969959,
10573,0.06443429,
10575,0.063940831,
10577,0.064009584,
10579,0.064395756,
10581,0.065018289,
10583,0.064674497,
10585,0.11088483,
10587,0.065639086,
10589,0.06466262,
10591,0.064561501,
10593,0.064820543,
10595,0.065038249,
10597,0.066555582,
10599,0.102812417,
10601,0.064980127,
10603,0.064878456,
10605,0.064740166,
10607,0.065355085,
10609,0.064244419,
10611,0.064544789,
10613,0.094454624,
10615,0.065096378,
10617,0.064858623,
10619,0.064824454,
10621,0.064335331,
10623,0.065137453,
10625,0.06430804,
10627,0.090606876,
10629,0.065615915,
10631,0.065415755,
10633,0.066548958,
10635,0.064864002,
10637,0.066025585,
10639,0.065778829,
10641,0.086263247,
10643,0.065729037,
10645,0.06488625,
10647,0.064407997,
10649,0.064902373,
10651,0.065156169,
10653,0.065568417,
10655,0.083648548,
10657,0.065961204,
10659,0.065820038,
10661,0.0649755,
10663,0.065801501,
10665,0.06539017,
10667,0.065344997,
10669,0.083771124,
10671,0.065745085,
10673,0.064784668,
10675,0.066054501,
10677,0.065735877,
10679,0.066206038,
10681,0.066101499,
10683,0.084614664,
10685,0.065921001,
10687,0.066495709,
10689,0.066314958,
10691,0.066488668,
10693,0.065417625,
10695,0.066120416,
10697,0.087305754,
10699,0.065896086,
10701,0.065607585,
10703,0.065476544,
10705,0.065879457,
10707,0.066089831,
10709,0.065900996,
10711,0.090948492,
10713,0.066932209,
10715,0.066094331,
10717,0.066415332,
10719,0.065769084,
10721,0.066308834,
10723,0.066020295,
10725,0.09588629,
10727,0.066163249,
10729,0.065642126,
10731,0.066017665,
10733,0.066390373,
10735,0.066153541,
10737,0.066401169,
10739,0.104997419,
10741,0.066583663,
10743,0.066369377,
10745,0.043615248,
10747,0.043508168,
10749,0.043676041,
10751,0.043880001,
10753,0.090421334,
10755,0.044436753,
10757,0.044190541,
10759,0.044805501,
10761,0.044653751,
10763,0.044518501,
10765,0.044794917,
10767,0.105925627,
10769,0.044580583,
10771,0.044052247,
10773,0.044263169,
10775,0.044119041,
10777,0.044776417,
10779,0.044319209,
10781,0.116589375,
10783,0.044776585,
10785,0.04489496,
10787,0.044489086,
10789,0.044730663,
10791,0.04495021,
10793,0.045218959,
10795,0.121788874,
10797,0.045088585,
10799,0.044397168,
10801,0.044295084,
10803,0.044596501,
10805,0.044314083,
10807,0.044293247,
10809,0.106797546,
10811,0.044432916,
10813,0.045182791,
10815,0.044863377,
10817,0.044827543,
10819,0.044739377,
10821,0.044390209,
10823,0.08190617,
10825,0.044541545,
10827,0.045211125,
10829,0.045151915,
10831,0.045526247,
10833,0.044530123,
10835,0.045188583,
10837,0.086370453,
10839,0.044867083,
10841,0.045127001,
10843,0.044348959,
10845,0.045462083,
10847,0.045132,
10849,0.044818915,
10851,0.045165624,
10853,0.044793833,
10855,0.045446292,
10857,0.044724293,
10859,0.045251459,
10861,0.045401793,
10863,0.050084084,
10865,0.045685168,
10867,0.046108793,
10869,0.044976462,
10871,0.045956541,
10873,0.04549979,
10875,0.046040166,
10877,0.064281002,
10879,0.045548543,
10881,0.044952918,
10883,0.045628376,
10885,0.045139417,
10887,0.045568123,
10889,0.045830082,
10891,0.090261623,
10893,0.045582209,
10895,0.045408417,
10897,0.045258,
10899,0.045762416,
10901,0.046234377,
10903,0.045821875,
10905,0.124976039,
10907,0.045350417,
10909,0.045087792,
10911,0.044735875,
10913,0.045465708,
10915,0.045944169,
10917,0.045339916,
10919,0.103873171,
10921,0.04662196,
10923,0.046180502,
10925,0.045850459,
10927,0.045758456,
10929,0.046005458,
